date,product,vertical,active_robots,avg_uptime_hours,errors,avg_distance_km
2025-05-27,Aido Humanoid,humanoid,46,13.9,47.0,14.99
2025-05-27,Aido Rover,outdoor_patrol,34,14.48,21.0,10.8
2025-05-27,Fari,eldercare,33,12.55,19.0,12.25
2025-05-27,Senpai,education,45,14.3,28.0,9.59
2025-05-27,Sentinel Prime AI,indoor_security,38,16.66,19.0,13.23
2025-05-28,Aido Humanoid,humanoid,46,14.89,55.0,10.87
2025-05-28,Aido Rover,outdoor_patrol,31,14.44,32.0,14.36
2025-05-28,Fari,eldercare,36,14.19,29.0,12.99
2025-05-28,Senpai,education,45,15.04,28.0,13.38
2025-05-28,Sentinel Prime AI,indoor_security,39,14.52,26.0,14.52
2025-05-29,Aido Humanoid,humanoid,46,15.01,33.0,13.59
2025-05-29,Aido Rover,outdoor_patrol,33,14.9,45.0,14.93
2025-05-29,Fari,eldercare,36,16.48,10.0,10.35
2025-05-29,Senpai,education,44,14.33,26.0,12.72
2025-05-29,Sentinel Prime AI,indoor_security,38,14.24,31.0,12.11
2025-05-30,Aido Humanoid,humanoid,46,15.08,38.0,13.26
2025-05-30,Aido Rover,outdoor_patrol,34,13.68,26.0,14.84
2025-05-30,Fari,eldercare,32,15.6,40.0,12.17
2025-05-30,Senpai,education,44,15.3,33.0,11.68
2025-05-30,Sentinel Prime AI,indoor_security,37,15.39,21.0,12.86
2025-05-31,Aido Humanoid,humanoid,45,14.49,38.0,12.19
2025-05-31,Aido Rover,outdoor_patrol,34,14.11,27.0,11.42
2025-05-31,Fari,eldercare,34,14.73,28.0,13.09
2025-05-31,Senpai,education,42,15.9,54.0,13.25
2025-05-31,Sentinel Prime AI,indoor_security,39,15.6,42.0,12.75
2025-06-01,Aido Humanoid,humanoid,47,15.76,30.0,13.74
2025-06-01,Aido Rover,outdoor_patrol,38,14.0,26.0,11.4
2025-06-01,Fari,eldercare,35,13.35,30.0,11.41
2025-06-01,Senpai,education,45,14.54,34.0,13.25
2025-06-01,Sentinel Prime AI,indoor_security,37,15.23,37.0,14.28
2025-06-02,Aido Humanoid,humanoid,47,15.62,48.0,12.58
2025-06-02,Aido Rover,outdoor_patrol,38,15.28,39.0,13.53
2025-06-02,Fari,eldercare,35,14.66,24.0,13.42
2025-06-02,Senpai,education,45,14.34,38.0,12.01
2025-06-02,Sentinel Prime AI,indoor_security,37,13.56,28.0,12.16
2025-06-03,Aido Humanoid,humanoid,45,13.66,63.0,13.36
2025-06-03,Aido Rover,outdoor_patrol,37,14.58,18.0,12.3
2025-06-03,Fari,eldercare,33,14.08,32.0,12.71
2025-06-03,Senpai,education,45,15.06,53.0,13.24
2025-06-03,Sentinel Prime AI,indoor_security,39,14.83,58.0,12.84
2025-06-04,Aido Humanoid,humanoid,47,14.47,30.0,11.66
2025-06-04,Aido Rover,outdoor_patrol,38,14.2,29.0,11.62
2025-06-04,Fari,eldercare,34,16.03,23.0,11.56
2025-06-04,Senpai,education,44,16.16,39.0,11.02
2025-06-04,Sentinel Prime AI,indoor_security,41,15.77,62.0,12.39
2025-06-05,Aido Humanoid,humanoid,48,13.43,59.0,13.03
2025-06-05,Aido Rover,outdoor_patrol,38,13.65,50.0,11.4
2025-06-05,Fari,eldercare,32,13.65,19.0,12.49
2025-06-05,Senpai,education,45,15.13,38.0,12.36
2025-06-05,Sentinel Prime AI,indoor_security,39,15.51,45.0,13.13
2025-06-06,Aido Humanoid,humanoid,48,14.64,35.0,14.74
2025-06-06,Aido Rover,outdoor_patrol,35,13.99,38.0,11.31
2025-06-06,Fari,eldercare,32,13.49,40.0,15.08
2025-06-06,Senpai,education,46,14.19,24.0,12.68
2025-06-06,Sentinel Prime AI,indoor_security,40,15.43,42.0,13.31
2025-06-07,Aido Humanoid,humanoid,45,14.86,25.0,11.76
2025-06-07,Aido Rover,outdoor_patrol,36,13.09,30.0,14.29
2025-06-07,Fari,eldercare,33,14.63,30.0,12.66
2025-06-07,Senpai,education,45,15.59,42.0,10.22
2025-06-07,Sentinel Prime AI,indoor_security,41,13.91,25.0,14.35
2025-06-08,Aido Humanoid,humanoid,48,13.58,50.0,11.85
2025-06-08,Aido Rover,outdoor_patrol,38,15.34,25.0,12.14
2025-06-08,Fari,eldercare,33,14.45,21.0,14.08
2025-06-08,Senpai,education,44,14.77,35.0,13.26
2025-06-08,Sentinel Prime AI,indoor_security,39,13.72,40.0,12.92
2025-06-09,Aido Humanoid,humanoid,47,13.46,32.0,12.11
2025-06-09,Aido Rover,outdoor_patrol,38,14.04,40.0,11.99
2025-06-09,Fari,eldercare,34,14.38,19.0,13.28
2025-06-09,Senpai,education,47,14.18,58.0,12.12
2025-06-09,Sentinel Prime AI,indoor_security,40,14.72,32.0,11.36
2025-06-10,Aido Humanoid,humanoid,45,14.97,37.0,11.78
2025-06-10,Aido Rover,outdoor_patrol,38,15.48,37.0,11.74
2025-06-10,Fari,eldercare,33,14.01,19.0,14.99
2025-06-10,Senpai,education,45,14.64,74.0,12.04
2025-06-10,Sentinel Prime AI,indoor_security,38,13.85,26.0,12.38
2025-06-11,Aido Humanoid,humanoid,45,15.41,46.0,12.9
2025-06-11,Aido Rover,outdoor_patrol,35,15.7,33.0,12.76
2025-06-11,Fari,eldercare,32,15.76,26.0,14.34
2025-06-11,Senpai,education,47,13.72,36.0,10.85
2025-06-11,Sentinel Prime AI,indoor_security,41,15.31,24.0,14.18
2025-06-12,Aido Humanoid,humanoid,46,14.09,42.0,11.59
2025-06-12,Aido Rover,outdoor_patrol,36,15.13,15.0,13.47
2025-06-12,Fari,eldercare,32,12.63,30.0,11.59
2025-06-12,Senpai,education,46,15.03,52.0,12.9
2025-06-12,Sentinel Prime AI,indoor_security,39,14.5,33.0,12.1
2025-06-13,Aido Humanoid,humanoid,48,14.53,42.0,13.65
2025-06-13,Aido Rover,outdoor_patrol,37,16.41,38.0,14.42
2025-06-13,Fari,eldercare,34,14.0,22.0,12.07
2025-06-13,Senpai,education,47,14.75,36.0,11.78
2025-06-13,Sentinel Prime AI,indoor_security,39,13.98,35.0,12.66
2025-06-14,Aido Humanoid,humanoid,47,12.54,21.0,14.31
2025-06-14,Aido Rover,outdoor_patrol,35,15.78,12.0,12.49
2025-06-14,Fari,eldercare,33,15.06,28.0,14.29
2025-06-14,Senpai,education,49,15.16,63.0,13.14
2025-06-14,Sentinel Prime AI,indoor_security,40,14.73,22.0,12.81
2025-06-15,Aido Humanoid,humanoid,46,14.63,24.0,13.61
2025-06-15,Aido Rover,outdoor_patrol,37,14.53,29.0,12.44
2025-06-15,Fari,eldercare,33,14.3,21.0,11.49
2025-06-15,Senpai,education,49,13.88,41.0,13.77
2025-06-15,Sentinel Prime AI,indoor_security,41,15.31,64.0,11.23
2025-06-16,Aido Humanoid,humanoid,48,15.43,38.0,12.78
2025-06-16,Aido Rover,outdoor_patrol,34,15.07,27.0,14.8
2025-06-16,Fari,eldercare,34,13.93,48.0,11.47
2025-06-16,Senpai,education,49,15.88,35.0,12.49
2025-06-16,Sentinel Prime AI,indoor_security,39,15.16,40.0,12.04
2025-06-17,Aido Humanoid,humanoid,50,16.26,30.0,13.17
2025-06-17,Aido Rover,outdoor_patrol,36,14.51,37.0,12.72
2025-06-17,Fari,eldercare,33,15.49,22.0,13.16
2025-06-17,Senpai,education,48,14.6,38.0,14.34
2025-06-17,Sentinel Prime AI,indoor_security,39,14.56,32.0,14.47
2025-06-18,Aido Humanoid,humanoid,51,15.03,59.0,13.08
2025-06-18,Aido Rover,outdoor_patrol,36,14.5,27.0,13.49
2025-06-18,Fari,eldercare,33,14.27,23.0,12.02
2025-06-18,Senpai,education,49,15.92,29.0,12.65
2025-06-18,Sentinel Prime AI,indoor_security,39,14.35,58.0,12.23
2025-06-19,Aido Humanoid,humanoid,48,15.1,36.0,11.63
2025-06-19,Aido Rover,outdoor_patrol,34,15.05,28.0,12.76
2025-06-19,Fari,eldercare,33,14.14,31.0,12.26
2025-06-19,Senpai,education,49,15.8,37.0,13.49
2025-06-19,Sentinel Prime AI,indoor_security,40,15.47,49.0,13.9
2025-06-20,Aido Humanoid,humanoid,52,15.58,41.0,11.98
2025-06-20,Aido Rover,outdoor_patrol,37,14.09,31.0,11.64
2025-06-20,Fari,eldercare,34,15.86,31.0,11.06
2025-06-20,Senpai,education,48,14.56,57.0,13.36
2025-06-20,Sentinel Prime AI,indoor_security,40,15.33,32.0,12.88
2025-06-21,Aido Humanoid,humanoid,51,13.8,34.0,12.69
2025-06-21,Aido Rover,outdoor_patrol,35,15.12,19.0,11.88
2025-06-21,Fari,eldercare,34,12.93,26.0,13.14
2025-06-21,Senpai,education,51,15.64,25.0,12.33
2025-06-21,Sentinel Prime AI,indoor_security,39,14.94,37.0,13.94
2025-06-22,Aido Humanoid,humanoid,51,14.25,34.0,13.05
2025-06-22,Aido Rover,outdoor_patrol,39,14.95,39.0,13.01
2025-06-22,Fari,eldercare,35,15.42,28.0,14.45
2025-06-22,Senpai,education,44,15.27,42.0,13.2
2025-06-22,Sentinel Prime AI,indoor_security,43,15.75,36.0,13.24
2025-06-23,Aido Humanoid,humanoid,47,15.15,43.0,14.21
2025-06-23,Aido Rover,outdoor_patrol,38,15.61,17.0,12.11
2025-06-23,Fari,eldercare,34,15.96,21.0,12.51
2025-06-23,Senpai,education,50,14.57,33.0,11.16
2025-06-23,Sentinel Prime AI,indoor_security,43,15.61,31.0,13.65
2025-06-24,Aido Humanoid,humanoid,52,14.92,29.0,12.9
2025-06-24,Aido Rover,outdoor_patrol,36,16.6,23.0,14.48
2025-06-24,Fari,eldercare,33,14.0,32.0,14.07
2025-06-24,Senpai,education,49,15.19,66.0,11.48
2025-06-24,Sentinel Prime AI,indoor_security,42,13.4,29.0,12.41
2025-06-25,Aido Humanoid,humanoid,53,15.15,52.0,13.74
2025-06-25,Aido Rover,outdoor_patrol,39,16.77,33.0,12.14
2025-06-25,Fari,eldercare,33,14.83,13.0,15.35
2025-06-25,Senpai,education,49,14.62,30.0,11.31
2025-06-25,Sentinel Prime AI,indoor_security,41,13.73,52.0,14.28
2025-06-26,Aido Humanoid,humanoid,49,14.86,47.0,12.55
2025-06-26,Aido Rover,outdoor_patrol,38,15.91,19.0,12.87
2025-06-26,Fari,eldercare,35,16.14,29.0,13.66
2025-06-26,Senpai,education,52,14.82,36.0,14.37
2025-06-26,Sentinel Prime AI,indoor_security,42,15.19,34.0,11.16
2025-06-27,Aido Humanoid,humanoid,54,14.48,40.0,11.73
2025-06-27,Aido Rover,outdoor_patrol,39,15.57,23.0,13.83
2025-06-27,Fari,eldercare,34,14.49,33.0,13.85
2025-06-27,Senpai,education,47,15.79,21.0,12.73
2025-06-27,Sentinel Prime AI,indoor_security,43,13.83,31.0,12.34
2025-06-28,Aido Humanoid,humanoid,53,13.88,35.0,12.0
2025-06-28,Aido Rover,outdoor_patrol,39,14.79,35.0,12.98
2025-06-28,Fari,eldercare,35,16.08,31.0,12.7
2025-06-28,Senpai,education,50,16.2,53.0,12.62
2025-06-28,Sentinel Prime AI,indoor_security,43,15.64,44.0,14.54
2025-06-29,Aido Humanoid,humanoid,52,15.03,32.0,11.97
2025-06-29,Aido Rover,outdoor_patrol,38,15.74,31.0,11.84
2025-06-29,Fari,eldercare,34,15.6,11.0,11.06
2025-06-29,Senpai,education,50,15.79,51.0,13.91
2025-06-29,Sentinel Prime AI,indoor_security,43,15.7,28.0,12.06
2025-06-30,Aido Humanoid,humanoid,50,14.71,44.0,14.46
2025-06-30,Aido Rover,outdoor_patrol,39,12.99,36.0,11.97
2025-06-30,Fari,eldercare,34,16.17,27.0,11.93
2025-06-30,Senpai,education,50,14.13,39.0,11.36
2025-06-30,Sentinel Prime AI,indoor_security,41,13.53,38.0,11.81
2025-07-01,Aido Humanoid,humanoid,53,15.26,40.0,11.96
2025-07-01,Aido Rover,outdoor_patrol,41,15.49,31.0,11.04
2025-07-01,Fari,eldercare,35,14.97,53.0,14.71
2025-07-01,Senpai,education,51,14.22,40.0,11.48
2025-07-01,Sentinel Prime AI,indoor_security,43,15.63,41.0,14.04
2025-07-02,Aido Humanoid,humanoid,53,14.48,54.0,12.52
2025-07-02,Aido Rover,outdoor_patrol,40,15.01,31.0,11.02
2025-07-02,Fari,eldercare,33,14.4,32.0,12.03
2025-07-02,Senpai,education,50,15.48,56.0,12.55
2025-07-02,Sentinel Prime AI,indoor_security,43,13.36,43.0,13.68
2025-07-03,Aido Humanoid,humanoid,52,14.28,46.0,13.41
2025-07-03,Aido Rover,outdoor_patrol,37,14.13,37.0,13.62
2025-07-03,Fari,eldercare,34,14.64,24.0,12.43
2025-07-03,Senpai,education,51,14.06,59.0,12.15
2025-07-03,Sentinel Prime AI,indoor_security,44,15.05,49.0,13.15
2025-07-04,Aido Humanoid,humanoid,54,15.22,36.0,12.52
2025-07-04,Aido Rover,outdoor_patrol,38,14.42,36.0,11.04
2025-07-04,Fari,eldercare,36,13.96,23.0,12.53
2025-07-04,Senpai,education,52,15.01,41.0,11.51
2025-07-04,Sentinel Prime AI,indoor_security,46,14.67,40.0,12.89
2025-07-05,Aido Humanoid,humanoid,52,15.08,63.0,12.34
2025-07-05,Aido Rover,outdoor_patrol,39,14.45,39.0,13.1
2025-07-05,Fari,eldercare,35,13.62,21.0,12.68
2025-07-05,Senpai,education,51,14.65,41.0,14.13
2025-07-05,Sentinel Prime AI,indoor_security,45,14.17,63.0,11.05
2025-07-06,Aido Humanoid,humanoid,51,16.06,29.0,12.34
2025-07-06,Aido Rover,outdoor_patrol,38,13.95,26.0,10.38
2025-07-06,Fari,eldercare,34,13.38,27.0,11.74
2025-07-06,Senpai,education,48,14.28,32.0,11.81
2025-07-06,Sentinel Prime AI,indoor_security,46,14.74,48.0,11.13
2025-07-07,Aido Humanoid,humanoid,50,13.9,46.0,14.42
2025-07-07,Aido Rover,outdoor_patrol,37,14.52,29.0,11.81
2025-07-07,Fari,eldercare,35,14.83,27.0,15.12
2025-07-07,Senpai,education,50,14.29,57.0,12.57
2025-07-07,Sentinel Prime AI,indoor_security,42,14.93,21.0,13.61
2025-07-08,Aido Humanoid,humanoid,51,15.44,36.0,14.0
2025-07-08,Aido Rover,outdoor_patrol,38,15.33,37.0,11.91
2025-07-08,Fari,eldercare,36,15.18,48.0,13.77
2025-07-08,Senpai,education,47,14.49,44.0,12.65
2025-07-08,Sentinel Prime AI,indoor_security,45,16.1,47.0,13.58
2025-07-09,Aido Humanoid,humanoid,52,14.41,60.0,12.71
2025-07-09,Aido Rover,outdoor_patrol,34,14.27,21.0,12.38
2025-07-09,Fari,eldercare,35,13.19,25.0,13.53
2025-07-09,Senpai,education,52,14.95,38.0,13.64
2025-07-09,Sentinel Prime AI,indoor_security,41,14.31,35.0,12.83
2025-07-10,Aido Humanoid,humanoid,53,14.78,29.0,10.32
2025-07-10,Aido Rover,outdoor_patrol,35,14.72,25.0,13.71
2025-07-10,Fari,eldercare,36,15.19,18.0,13.59
2025-07-10,Senpai,education,53,15.07,31.0,12.18
2025-07-10,Sentinel Prime AI,indoor_security,46,14.3,31.0,12.59
2025-07-11,Aido Humanoid,humanoid,51,14.22,48.0,12.37
2025-07-11,Aido Rover,outdoor_patrol,36,15.21,47.0,11.7
2025-07-11,Fari,eldercare,36,14.38,26.0,14.0
2025-07-11,Senpai,education,53,14.32,65.0,12.98
2025-07-11,Sentinel Prime AI,indoor_security,43,15.62,34.0,11.98
2025-07-12,Aido Humanoid,humanoid,52,13.16,52.0,10.72
2025-07-12,Aido Rover,outdoor_patrol,34,15.62,24.0,12.97
2025-07-12,Fari,eldercare,37,15.24,38.0,11.77
2025-07-12,Senpai,education,51,15.32,56.0,13.49
2025-07-12,Sentinel Prime AI,indoor_security,43,15.57,27.0,12.88
2025-07-13,Aido Humanoid,humanoid,49,14.8,32.0,13.92
2025-07-13,Aido Rover,outdoor_patrol,33,13.6,36.0,12.87
2025-07-13,Fari,eldercare,33,16.1,33.0,11.93
2025-07-13,Senpai,education,52,14.1,45.0,13.04
2025-07-13,Sentinel Prime AI,indoor_security,42,14.44,23.0,13.42
2025-07-14,Aido Humanoid,humanoid,52,14.41,50.0,11.37
2025-07-14,Aido Rover,outdoor_patrol,37,13.97,28.0,11.67
2025-07-14,Fari,eldercare,37,15.5,40.0,12.83
2025-07-14,Senpai,education,52,14.62,49.0,12.07
2025-07-14,Sentinel Prime AI,indoor_security,41,15.09,31.0,13.64
2025-07-15,Aido Humanoid,humanoid,52,14.11,30.0,12.61
2025-07-15,Aido Rover,outdoor_patrol,35,15.66,27.0,13.48
2025-07-15,Fari,eldercare,34,15.35,31.0,14.12
2025-07-15,Senpai,education,54,15.7,46.0,12.76
2025-07-15,Sentinel Prime AI,indoor_security,43,13.85,48.0,13.19
2025-07-16,Aido Humanoid,humanoid,52,15.54,58.0,12.66
2025-07-16,Aido Rover,outdoor_patrol,34,15.79,32.0,11.0
2025-07-16,Fari,eldercare,35,14.61,33.0,13.0
2025-07-16,Senpai,education,54,14.42,69.0,13.78
2025-07-16,Sentinel Prime AI,indoor_security,43,14.43,19.0,12.56
2025-07-17,Aido Humanoid,humanoid,51,14.52,50.0,10.24
2025-07-17,Aido Rover,outdoor_patrol,35,15.63,28.0,12.21
2025-07-17,Fari,eldercare,37,14.26,40.0,11.85
2025-07-17,Senpai,education,54,13.3,47.0,12.69
2025-07-17,Sentinel Prime AI,indoor_security,43,14.17,58.0,11.79
2025-07-18,Aido Humanoid,humanoid,50,15.73,62.0,12.61
2025-07-18,Aido Rover,outdoor_patrol,34,13.67,29.0,11.4
2025-07-18,Fari,eldercare,37,15.24,22.0,12.96
2025-07-18,Senpai,education,54,15.04,67.0,13.42
2025-07-18,Sentinel Prime AI,indoor_security,45,15.36,48.0,12.35
2025-07-19,Aido Humanoid,humanoid,50,14.21,38.0,13.14
2025-07-19,Aido Rover,outdoor_patrol,35,14.97,25.0,11.86
2025-07-19,Fari,eldercare,35,14.55,28.0,12.03
2025-07-19,Senpai,education,54,15.34,28.0,11.16
2025-07-19,Sentinel Prime AI,indoor_security,43,14.37,34.0,13.51
2025-07-20,Aido Humanoid,humanoid,50,15.41,26.0,11.74
2025-07-20,Aido Rover,outdoor_patrol,35,15.28,14.0,12.07
2025-07-20,Fari,eldercare,34,14.5,30.0,15.17
2025-07-20,Senpai,education,54,14.4,42.0,12.53
2025-07-20,Sentinel Prime AI,indoor_security,42,15.44,20.0,12.03
2025-07-21,Aido Humanoid,humanoid,53,14.4,36.0,14.14
2025-07-21,Aido Rover,outdoor_patrol,36,14.84,38.0,13.41
2025-07-21,Fari,eldercare,36,14.08,24.0,12.9
2025-07-21,Senpai,education,54,14.64,52.0,12.58
2025-07-21,Sentinel Prime AI,indoor_security,44,14.01,39.0,13.41
2025-07-22,Aido Humanoid,humanoid,52,14.37,32.0,11.67
2025-07-22,Aido Rover,outdoor_patrol,33,15.03,34.0,12.76
2025-07-22,Fari,eldercare,35,15.94,41.0,14.7
2025-07-22,Senpai,education,52,15.98,57.0,14.26
2025-07-22,Sentinel Prime AI,indoor_security,44,13.87,47.0,14.18
2025-07-23,Aido Humanoid,humanoid,50,13.99,32.0,13.06
2025-07-23,Aido Rover,outdoor_patrol,36,15.45,24.0,12.51
2025-07-23,Fari,eldercare,35,14.86,35.0,11.7
2025-07-23,Senpai,education,53,15.65,36.0,13.24
2025-07-23,Sentinel Prime AI,indoor_security,43,15.04,51.0,13.69
2025-07-24,Aido Humanoid,humanoid,53,14.22,22.0,12.65
2025-07-24,Aido Rover,outdoor_patrol,35,16.09,27.0,14.71
2025-07-24,Fari,eldercare,36,13.86,36.0,11.94
2025-07-24,Senpai,education,55,14.86,58.0,12.84
2025-07-24,Sentinel Prime AI,indoor_security,44,14.45,51.0,13.99
2025-07-25,Aido Humanoid,humanoid,54,14.12,59.0,12.66
2025-07-25,Aido Rover,outdoor_patrol,36,14.52,29.0,11.65
2025-07-25,Fari,eldercare,36,15.16,30.0,14.86
2025-07-25,Senpai,education,51,13.07,42.0,12.54
2025-07-25,Sentinel Prime AI,indoor_security,44,15.02,44.0,12.52
2025-07-26,Aido Humanoid,humanoid,52,15.82,58.0,12.0
2025-07-26,Aido Rover,outdoor_patrol,36,14.89,24.0,10.84
2025-07-26,Fari,eldercare,34,15.21,39.0,13.86
2025-07-26,Senpai,education,53,16.18,49.0,12.71
2025-07-26,Sentinel Prime AI,indoor_security,45,13.64,46.0,11.87
2025-07-27,Aido Humanoid,humanoid,53,14.43,36.0,12.32
2025-07-27,Aido Rover,outdoor_patrol,36,15.49,21.0,14.83
2025-07-27,Fari,eldercare,33,14.95,26.0,11.96
2025-07-27,Senpai,education,51,14.43,53.0,11.97
2025-07-27,Sentinel Prime AI,indoor_security,42,14.17,26.0,11.85
2025-07-28,Aido Humanoid,humanoid,51,14.43,33.0,13.74
2025-07-28,Aido Rover,outdoor_patrol,35,14.2,36.0,14.52
2025-07-28,Fari,eldercare,34,15.48,21.0,10.5
2025-07-28,Senpai,education,53,13.84,41.0,11.61
2025-07-28,Sentinel Prime AI,indoor_security,44,15.26,24.0,11.3
2025-07-29,Aido Humanoid,humanoid,50,15.81,54.0,12.43
2025-07-29,Aido Rover,outdoor_patrol,35,13.99,32.0,13.96
2025-07-29,Fari,eldercare,31,13.81,21.0,13.43
2025-07-29,Senpai,education,56,14.37,42.0,12.66
2025-07-29,Sentinel Prime AI,indoor_security,44,15.42,22.0,11.6
2025-07-30,Aido Humanoid,humanoid,53,14.63,53.0,13.37
2025-07-30,Aido Rover,outdoor_patrol,35,15.49,30.0,12.26
2025-07-30,Fari,eldercare,34,14.01,32.0,11.49
2025-07-30,Senpai,education,56,14.67,46.0,12.55
2025-07-30,Sentinel Prime AI,indoor_security,45,13.92,29.0,10.68
2025-07-31,Aido Humanoid,humanoid,50,15.62,50.0,13.2
2025-07-31,Aido Rover,outdoor_patrol,34,16.86,21.0,12.37
2025-07-31,Fari,eldercare,34,13.97,26.0,13.26
2025-07-31,Senpai,education,54,15.14,51.0,12.5
2025-07-31,Sentinel Prime AI,indoor_security,42,14.24,44.0,11.47
2025-08-01,Aido Humanoid,humanoid,52,14.54,46.0,12.62
2025-08-01,Aido Rover,outdoor_patrol,34,15.11,47.0,11.79
2025-08-01,Fari,eldercare,34,16.19,20.0,13.08
2025-08-01,Senpai,education,54,14.5,41.0,13.46
2025-08-01,Sentinel Prime AI,indoor_security,45,15.03,62.0,13.62
2025-08-02,Aido Humanoid,humanoid,51,13.9,39.0,12.74
2025-08-02,Aido Rover,outdoor_patrol,34,13.9,14.0,12.23
2025-08-02,Fari,eldercare,35,14.58,17.0,11.88
2025-08-02,Senpai,education,53,13.1,39.0,14.15
2025-08-02,Sentinel Prime AI,indoor_security,41,14.27,24.0,13.94
2025-08-03,Aido Humanoid,humanoid,52,15.8,56.0,12.49
2025-08-03,Aido Rover,outdoor_patrol,36,14.79,32.0,12.95
2025-08-03,Fari,eldercare,33,16.16,24.0,12.95
2025-08-03,Senpai,education,53,14.89,43.0,12.62
2025-08-03,Sentinel Prime AI,indoor_security,42,13.02,58.0,12.18
2025-08-04,Aido Humanoid,humanoid,52,15.2,43.0,10.94
2025-08-04,Aido Rover,outdoor_patrol,34,14.47,29.0,13.76
2025-08-04,Fari,eldercare,34,14.04,29.0,13.87
2025-08-04,Senpai,education,54,15.14,37.0,11.2
2025-08-04,Sentinel Prime AI,indoor_security,41,14.94,40.0,12.51
2025-08-05,Aido Humanoid,humanoid,49,14.71,39.0,13.13
2025-08-05,Aido Rover,outdoor_patrol,35,15.01,31.0,15.01
2025-08-05,Fari,eldercare,33,15.72,44.0,11.52
2025-08-05,Senpai,education,50,12.96,31.0,13.1
2025-08-05,Sentinel Prime AI,indoor_security,41,16.01,34.0,12.75
2025-08-06,Aido Humanoid,humanoid,50,16.15,49.0,12.09
2025-08-06,Aido Rover,outdoor_patrol,34,16.17,35.0,14.41
2025-08-06,Fari,eldercare,36,14.63,46.0,13.26
2025-08-06,Senpai,education,51,16.23,36.0,13.91
2025-08-06,Sentinel Prime AI,indoor_security,42,14.89,55.0,12.7
2025-08-07,Aido Humanoid,humanoid,51,13.84,47.0,13.36
2025-08-07,Aido Rover,outdoor_patrol,31,15.09,28.0,12.99
2025-08-07,Fari,eldercare,34,14.51,38.0,12.89
2025-08-07,Senpai,education,54,14.95,44.0,11.43
2025-08-07,Sentinel Prime AI,indoor_security,44,15.98,52.0,15.63
2025-08-08,Aido Humanoid,humanoid,52,13.23,45.0,12.39
2025-08-08,Aido Rover,outdoor_patrol,36,14.16,43.0,12.69
2025-08-08,Fari,eldercare,33,15.4,29.0,11.76
2025-08-08,Senpai,education,54,14.99,59.0,13.45
2025-08-08,Sentinel Prime AI,indoor_security,43,14.97,42.0,12.85
2025-08-09,Aido Humanoid,humanoid,52,13.16,32.0,13.2
2025-08-09,Aido Rover,outdoor_patrol,36,14.88,34.0,11.9
2025-08-09,Fari,eldercare,35,13.42,23.0,10.54
2025-08-09,Senpai,education,55,16.39,49.0,13.95
2025-08-09,Sentinel Prime AI,indoor_security,42,13.03,44.0,11.63
2025-08-10,Aido Humanoid,humanoid,49,13.95,56.0,12.63
2025-08-10,Aido Rover,outdoor_patrol,35,15.28,13.0,12.7
2025-08-10,Fari,eldercare,35,15.29,36.0,13.35
2025-08-10,Senpai,education,54,14.6,61.0,13.01
2025-08-10,Sentinel Prime AI,indoor_security,41,14.98,32.0,11.38
2025-08-11,Aido Humanoid,humanoid,51,14.6,27.0,12.4
2025-08-11,Aido Rover,outdoor_patrol,35,15.63,44.0,11.21
2025-08-11,Fari,eldercare,36,14.12,24.0,11.09
2025-08-11,Senpai,education,53,15.47,35.0,11.63
2025-08-11,Sentinel Prime AI,indoor_security,42,15.0,56.0,15.03
2025-08-12,Aido Humanoid,humanoid,51,14.37,49.0,12.64
2025-08-12,Aido Rover,outdoor_patrol,37,15.31,39.0,12.84
2025-08-12,Fari,eldercare,35,14.19,20.0,12.96
2025-08-12,Senpai,education,56,14.74,60.0,12.58
2025-08-12,Sentinel Prime AI,indoor_security,40,13.8,30.0,11.82
2025-08-13,Aido Humanoid,humanoid,52,14.96,53.0,11.08
2025-08-13,Aido Rover,outdoor_patrol,36,14.72,27.0,14.76
2025-08-13,Fari,eldercare,35,16.68,39.0,12.12
2025-08-13,Senpai,education,56,14.79,49.0,13.03
2025-08-13,Sentinel Prime AI,indoor_security,43,14.87,40.0,12.38
2025-08-14,Aido Humanoid,humanoid,48,15.1,35.0,13.95
2025-08-14,Aido Rover,outdoor_patrol,36,14.83,34.0,11.19
2025-08-14,Fari,eldercare,36,14.66,29.0,12.75
2025-08-14,Senpai,education,51,15.07,40.0,12.68
2025-08-14,Sentinel Prime AI,indoor_security,43,13.92,31.0,13.91
2025-08-15,Aido Humanoid,humanoid,50,14.46,50.0,12.57
2025-08-15,Aido Rover,outdoor_patrol,35,14.69,46.0,10.9
2025-08-15,Fari,eldercare,36,14.58,29.0,12.63
2025-08-15,Senpai,education,52,14.64,46.0,14.02
2025-08-15,Sentinel Prime AI,indoor_security,43,13.95,28.0,11.31
2025-08-16,Aido Humanoid,humanoid,51,15.34,24.0,13.51
2025-08-16,Aido Rover,outdoor_patrol,36,15.18,29.0,12.12
2025-08-16,Fari,eldercare,37,14.28,16.0,14.09
2025-08-16,Senpai,education,55,14.35,45.0,11.99
2025-08-16,Sentinel Prime AI,indoor_security,44,15.13,51.0,13.66
2025-08-17,Aido Humanoid,humanoid,49,14.17,17.0,11.72
2025-08-17,Aido Rover,outdoor_patrol,35,15.01,31.0,14.04
2025-08-17,Fari,eldercare,36,13.52,30.0,12.08
2025-08-17,Senpai,education,54,13.89,52.0,13.41
2025-08-17,Sentinel Prime AI,indoor_security,43,15.71,35.0,12.15
