ticket_key,cycle_time_hours,ticket_id,severity,category,opened_date,product,region,country,week7_resolution_hours,is_resolved,weekday,dispatched,tier1_queue_on_entry
2449,18.6277,TKT-002449,Medium,mechanical,2025-08-04,Sentinel Prime AI,North America,United States,46.26,True,Monday,1,0
2450,5.771100000000001,TKT-002450,Medium,navigation,2025-10-15,Fari,APAC,Japan,,False,Wednesday,0,1
2451,22.2427,TKT-002451,Medium,battery,2024-06-22,Fari,North America,Canada,,False,Saturday,1,0
2452,6.0041,TKT-002452,Medium,battery,2026-03-03,Fari,North America,United States,4.28,True,Tuesday,0,3
2453,57.637100000000004,TKT-002453,Medium,mechanical,2026-03-03,Senpai,Europe,United Kingdom,36.78,True,Tuesday,1,0
2454,19.455,TKT-002454,Medium,connectivity,2024-11-14,Senpai,Europe,United Kingdom,59.38,True,Thursday,1,1
2455,33.027300000000004,TKT-002455,Medium,battery,2025-08-14,Aido Rover,Europe,Germany,29.94,True,Thursday,1,0
2456,7.1149000000000004,TKT-002456,High,navigation,2025-05-04,Senpai,Europe,United Kingdom,37.13,True,Sunday,0,3
2457,135.0199,TKT-002457,Medium,battery,2026-02-20,Sentinel Prime AI,Europe,Germany,7.62,True,Friday,1,2
2458,13.4723,TKT-002458,Medium,navigation,2024-11-03,Aido Rover,North America,Canada,,False,Sunday,0,1
2459,6.4629,TKT-002459,Critical,software,2025-10-20,Aido Humanoid,North America,United States,9.24,True,Monday,0,0
2460,11.6344,TKT-002460,Critical,software,2025-04-05,Aido Rover,North America,United States,12.36,True,Saturday,0,2
2461,1.3805,TKT-002461,High,software,2025-02-01,Fari,North America,United States,18.71,True,Saturday,0,1
2462,18.8557,TKT-002462,Medium,software,2024-11-04,Sentinel Prime AI,North America,Canada,71.49,True,Monday,0,2
2463,3.6722,TKT-002463,High,software,2025-08-08,Aido Humanoid,Europe,Germany,20.97,True,Friday,0,1
2464,40.0944,TKT-002464,Medium,mechanical,2025-09-17,Aido Humanoid,Europe,United Kingdom,74.32,True,Wednesday,1,0
2465,18.3226,TKT-002465,Medium,mechanical,2025-05-02,Aido Rover,North America,Canada,21.0,True,Friday,0,1
2466,10.930299999999999,TKT-002466,Medium,battery,2024-07-04,Aido Rover,North America,United States,56.8,True,Thursday,0,0
2467,9.6919,TKT-002467,Medium,software,2025-05-10,Fari,APAC,Japan,,False,Saturday,0,0
2468,33.2468,TKT-002468,High,mechanical,2025-09-03,Aido Humanoid,APAC,Japan,,False,Wednesday,1,0
2469,6.250299999999999,TKT-002469,Medium,connectivity,2026-03-13,Sentinel Prime AI,Europe,Germany,39.41,True,Friday,0,0
2470,8.1222,TKT-002470,Low,connectivity,2025-06-22,Aido Humanoid,North America,United States,84.86,True,Sunday,0,0
2471,8.564400000000001,TKT-002471,Medium,connectivity,2024-10-30,Senpai,North America,United States,52.71,True,Wednesday,0,0
2472,10.1986,TKT-002472,Medium,navigation,2024-09-24,Fari,North America,United States,49.48,True,Tuesday,0,0
2473,4.3312,TKT-002473,Low,connectivity,2025-10-06,Aido Humanoid,North America,Canada,133.93,True,Monday,0,0
2474,45.9221,TKT-002474,Low,navigation,2026-02-09,Fari,North America,United States,97.44,True,Monday,1,0
2475,9.514800000000001,TKT-002475,Medium,navigation,2024-07-12,Aido Humanoid,APAC,Australia,65.93,True,Friday,0,4
2476,13.2352,TKT-002476,High,navigation,2025-11-27,Aido Humanoid,North America,United States,30.18,True,Thursday,1,1
2477,46.8616,TKT-002477,Low,mechanical,2024-08-30,Aido Rover,Europe,Germany,146.33,True,Friday,1,1
2478,4.9809,TKT-002478,Low,software,2026-04-25,Senpai,APAC,Australia,112.82,True,Saturday,0,1
2479,11.8295,TKT-002479,Low,mechanical,2024-07-03,Fari,North America,United States,52.22,True,Wednesday,0,0
2480,34.2455,TKT-002480,Medium,mechanical,2024-10-21,Sentinel Prime AI,APAC,Japan,53.13,True,Monday,1,0
2481,27.361800000000002,TKT-002481,High,navigation,2026-02-14,Aido Rover,Europe,Germany,27.46,True,Saturday,1,0
2482,89.5135,TKT-002482,Medium,navigation,2024-09-09,Aido Humanoid,APAC,Australia,25.45,True,Monday,1,0
2483,9.3291,TKT-002483,High,navigation,2026-03-28,Senpai,North America,Canada,13.48,True,Saturday,0,1
2484,116.23960000000001,TKT-002484,Medium,battery,2025-10-25,Fari,North America,Canada,31.26,True,Saturday,1,0
2485,47.493,TKT-002485,Medium,battery,2024-09-16,Aido Humanoid,APAC,Australia,24.67,True,Monday,1,0
2486,7.9063,TKT-002486,Medium,battery,2025-10-27,Aido Humanoid,Europe,United Kingdom,11.94,True,Monday,0,0
2487,3.3343,TKT-002487,Medium,mechanical,2025-02-23,Aido Rover,APAC,Japan,52.58,True,Sunday,0,1
2488,50.7557,TKT-002488,High,mechanical,2025-06-23,Aido Rover,APAC,Japan,23.59,True,Monday,1,1
2489,5.2285,TKT-002489,High,software,2026-01-24,Senpai,North America,Canada,,False,Saturday,0,2
2490,6.562899999999999,TKT-002490,High,software,2025-07-02,Aido Rover,North America,United States,16.56,True,Wednesday,0,2
2491,18.219800000000003,TKT-002491,Critical,mechanical,2025-07-02,Senpai,APAC,Japan,6.01,True,Wednesday,1,0
2492,20.2072,TKT-002492,Low,mechanical,2025-11-06,Fari,North America,United States,71.47,True,Thursday,0,0
2493,4.4006,TKT-002493,Critical,mechanical,2025-08-06,Senpai,North America,United States,6.53,True,Wednesday,0,0
2494,7.900099999999999,TKT-002494,Medium,software,2025-10-03,Aido Rover,Europe,United Kingdom,94.12,True,Friday,0,2
2495,10.1504,TKT-002495,Medium,navigation,2025-09-10,Aido Humanoid,APAC,Australia,66.29,True,Wednesday,0,1
2496,2.3261000000000003,TKT-002496,Low,mechanical,2025-08-04,Aido Rover,North America,United States,100.15,True,Monday,0,0
2497,2.1949,TKT-002497,Medium,navigation,2026-01-16,Senpai,Europe,United Kingdom,50.82,True,Friday,0,0
2498,6.463800000000001,TKT-002498,Medium,connectivity,2025-03-31,Fari,North America,United States,65.92,True,Monday,0,1
2499,15.5315,TKT-002499,Medium,software,2025-01-25,Fari,North America,United States,12.89,True,Saturday,0,0
2500,4.8017,TKT-002500,Medium,navigation,2026-03-12,Aido Rover,North America,Canada,33.36,True,Thursday,0,0
2501,5.4413,TKT-002501,Medium,navigation,2025-05-30,Fari,Europe,United Kingdom,21.39,True,Friday,0,0
2502,5.5539000000000005,TKT-002502,High,navigation,2025-06-13,Fari,APAC,Japan,32.26,True,Friday,0,1
2503,52.0177,TKT-002503,Medium,mechanical,2024-07-30,Fari,APAC,Japan,17.55,True,Tuesday,1,1
2504,9.5838,TKT-002504,Low,navigation,2026-01-08,Aido Humanoid,North America,United States,99.13,True,Thursday,0,0
2505,1.6336,TKT-002505,Critical,navigation,2025-07-10,Sentinel Prime AI,North America,United States,2.77,True,Thursday,0,1
2506,4.761,TKT-002506,Medium,mechanical,2025-01-25,Aido Humanoid,Europe,Germany,,False,Saturday,0,1
2507,4.2542,TKT-002507,High,battery,2025-07-23,Fari,North America,Canada,6.78,True,Wednesday,0,0
2508,18.6813,TKT-002508,Low,connectivity,2024-09-04,Aido Humanoid,APAC,Japan,151.52,True,Wednesday,0,0
2509,4.6489,TKT-002509,High,navigation,2024-11-13,Aido Humanoid,North America,Canada,15.09,True,Wednesday,0,2
2510,3.6494,TKT-002510,Medium,navigation,2025-10-07,Aido Rover,APAC,Japan,56.69,True,Tuesday,0,0
2511,3.8155,TKT-002511,High,connectivity,2025-12-01,Aido Rover,North America,United States,15.17,True,Monday,0,1
2512,6.571899999999999,TKT-002512,Medium,navigation,2026-03-10,Aido Humanoid,APAC,Australia,30.79,True,Tuesday,0,0
2513,7.1396999999999995,TKT-002513,High,software,2025-08-19,Fari,APAC,Japan,4.13,True,Tuesday,0,0
2514,175.3059,TKT-002514,Critical,battery,2024-10-16,Aido Rover,North America,Canada,6.51,True,Wednesday,1,0
2515,3.7346,TKT-002515,Low,mechanical,2024-12-30,Fari,Europe,Germany,84.54,True,Monday,0,0
2516,12.6509,TKT-002516,Medium,navigation,2024-09-11,Fari,Europe,Germany,27.9,True,Wednesday,0,0
2517,2.0145999999999997,TKT-002517,Critical,software,2025-09-09,Sentinel Prime AI,Europe,Germany,7.69,True,Tuesday,0,0
2518,25.368199999999998,TKT-002518,Medium,connectivity,2024-11-24,Fari,APAC,Australia,85.72,True,Sunday,1,1
2519,17.3812,TKT-002519,Low,software,2024-09-25,Senpai,North America,Canada,133.37,True,Wednesday,0,0
2520,19.6607,TKT-002520,Low,navigation,2025-02-09,Aido Humanoid,North America,United States,58.64,True,Sunday,0,2
2521,6.6175999999999995,TKT-002521,Medium,battery,2026-03-18,Senpai,North America,Canada,72.55,True,Wednesday,0,1
2522,5.6687,TKT-002522,Critical,navigation,2025-11-21,Sentinel Prime AI,APAC,Japan,7.52,True,Friday,0,1
2523,3.5255,TKT-002523,High,connectivity,2026-01-25,Aido Rover,North America,United States,,False,Sunday,0,2
2524,27.258599999999998,TKT-002524,Low,battery,2025-07-28,Aido Rover,North America,Canada,73.14,True,Monday,0,0
2525,14.6373,TKT-002525,Low,connectivity,2025-06-22,Senpai,Europe,Germany,12.57,True,Sunday,0,1
2526,7.6665,TKT-002526,Low,connectivity,2025-09-08,Fari,Europe,United Kingdom,40.18,True,Monday,0,1
2527,6.3201,TKT-002527,Low,battery,2026-01-31,Sentinel Prime AI,North America,Canada,,False,Saturday,0,0
2528,18.1855,TKT-002528,High,mechanical,2026-01-11,Senpai,Europe,Germany,28.05,True,Sunday,1,0
2529,84.184,TKT-002529,Low,navigation,2024-07-21,Aido Humanoid,APAC,Japan,119.13,True,Sunday,1,3
2530,52.936299999999996,TKT-002530,High,battery,2024-12-15,Fari,APAC,Japan,18.07,True,Sunday,1,1
2531,13.733899999999998,TKT-002531,High,software,2025-04-18,Aido Humanoid,Europe,Germany,34.66,True,Friday,0,0
2532,6.8864,TKT-002532,Medium,navigation,2024-07-25,Aido Humanoid,Europe,Germany,,False,Thursday,0,0
2533,18.2983,TKT-002533,Medium,software,2025-08-01,Aido Rover,APAC,Australia,42.48,True,Friday,0,1
2534,5.9936,TKT-002534,High,software,2025-02-10,Senpai,Europe,United Kingdom,12.32,True,Monday,0,4
2535,2.7845999999999997,TKT-002535,High,software,2025-06-03,Aido Humanoid,APAC,Japan,12.06,True,Tuesday,0,0
2536,5.2219,TKT-002536,Low,connectivity,2026-04-24,Fari,APAC,Australia,,False,Friday,0,1
2537,1.9151,TKT-002537,Medium,battery,2025-12-24,Sentinel Prime AI,North America,United States,45.85,True,Wednesday,0,0
2538,11.233,TKT-002538,Medium,software,2026-01-18,Aido Humanoid,North America,United States,24.03,True,Sunday,0,0
2539,8.2936,TKT-002539,High,connectivity,2025-07-02,Sentinel Prime AI,North America,Canada,36.7,True,Wednesday,0,2
2540,19.8858,TKT-002540,High,software,2025-09-17,Senpai,APAC,Australia,,False,Wednesday,0,1
2541,18.621499999999997,TKT-002541,Medium,mechanical,2025-12-20,Aido Rover,North America,United States,18.82,True,Saturday,1,1
2542,1.8976000000000002,TKT-002542,Critical,navigation,2026-03-08,Aido Humanoid,North America,United States,5.11,True,Sunday,0,0
2543,75.9898,TKT-002543,High,mechanical,2025-03-30,Sentinel Prime AI,Europe,United Kingdom,25.53,True,Sunday,1,1
2544,5.510400000000001,TKT-002544,Critical,connectivity,2024-06-10,Aido Rover,Europe,Germany,6.35,True,Monday,0,0
2545,34.5089,TKT-002545,High,battery,2025-09-02,Senpai,North America,United States,24.5,True,Tuesday,1,1
2546,4.1282,TKT-002546,Medium,navigation,2026-01-28,Sentinel Prime AI,APAC,Japan,32.27,True,Wednesday,0,2
2547,29.492,TKT-002547,Medium,mechanical,2025-02-13,Aido Rover,North America,Canada,94.58,True,Thursday,1,1
2548,40.4142,TKT-002548,Critical,connectivity,2024-06-11,Aido Rover,Europe,Germany,5.54,True,Tuesday,1,1
2549,24.1569,TKT-002549,High,mechanical,2026-03-01,Aido Rover,Europe,Germany,24.76,True,Sunday,1,1
2550,4.2986,TKT-002550,Low,software,2025-04-11,Aido Humanoid,APAC,Japan,95.9,True,Friday,0,0
2551,4.8005,TKT-002551,Medium,battery,2026-05-12,Fari,North America,United States,2.14,True,Tuesday,0,0
2552,2.652,TKT-002552,Critical,connectivity,2026-02-20,Senpai,APAC,Japan,8.13,True,Friday,0,0
2553,21.4083,TKT-002553,Medium,mechanical,2024-08-14,Fari,North America,United States,78.58,True,Wednesday,1,0
2554,2.5736,TKT-002554,High,software,2025-07-11,Aido Rover,North America,Canada,15.58,True,Friday,0,0
2555,5.0587,TKT-002555,Medium,connectivity,2024-06-05,Senpai,North America,United States,42.68,True,Wednesday,0,1
2556,37.93,TKT-002556,Medium,mechanical,2025-11-28,Aido Humanoid,Europe,United Kingdom,10.08,True,Friday,1,0
2557,48.1475,TKT-002557,Medium,mechanical,2026-03-06,Aido Rover,Europe,United Kingdom,60.47,True,Friday,1,0
2558,57.6724,TKT-002558,Low,battery,2024-07-21,Senpai,APAC,Australia,28.91,True,Sunday,1,0
2559,63.0781,TKT-002559,Low,battery,2025-04-30,Senpai,APAC,Japan,83.41,True,Wednesday,1,0
2560,56.1994,TKT-002560,Medium,mechanical,2024-11-24,Aido Rover,APAC,Japan,69.55,True,Sunday,1,3
2561,9.2329,TKT-002561,Medium,mechanical,2026-04-09,Sentinel Prime AI,Europe,Germany,45.24,True,Thursday,0,0
2562,11.3122,TKT-002562,High,software,2024-11-30,Aido Humanoid,North America,United States,26.23,True,Saturday,0,0
2563,23.3554,TKT-002563,Medium,connectivity,2024-12-21,Aido Humanoid,North America,Canada,,False,Saturday,0,0
2564,48.8969,TKT-002564,Low,battery,2026-01-28,Fari,North America,Canada,74.52,True,Wednesday,1,1
2565,33.2412,TKT-002565,Critical,battery,2024-07-05,Sentinel Prime AI,North America,United States,7.82,True,Friday,1,0
2566,5.9893,TKT-002566,High,connectivity,2025-08-27,Fari,Europe,Germany,30.81,True,Wednesday,0,0
2567,72.3066,TKT-002567,Medium,battery,2024-09-15,Senpai,APAC,Japan,46.42,True,Sunday,1,1
2568,5.3507,TKT-002568,Medium,navigation,2025-05-21,Sentinel Prime AI,North America,United States,70.89,True,Wednesday,0,0
2569,64.5023,TKT-002569,Medium,battery,2024-09-04,Sentinel Prime AI,North America,Canada,23.17,True,Wednesday,1,1
2570,51.9737,TKT-002570,High,mechanical,2025-11-25,Fari,APAC,Japan,2.41,True,Tuesday,1,0
2571,5.6592,TKT-002571,Medium,connectivity,2025-12-28,Senpai,Europe,United Kingdom,99.52,True,Sunday,0,0
2572,25.4456,TKT-002572,Medium,battery,2026-01-31,Senpai,Europe,Germany,44.16,True,Saturday,1,0
2573,2.4229,TKT-002573,High,connectivity,2025-06-03,Fari,Europe,United Kingdom,19.54,True,Tuesday,0,0
2574,5.2643,TKT-002574,Critical,navigation,2025-08-10,Aido Rover,APAC,Japan,9.99,True,Sunday,0,1
2575,27.4245,TKT-002575,Medium,battery,2026-04-04,Sentinel Prime AI,APAC,Japan,35.6,True,Saturday,1,1
2576,4.9239999999999995,TKT-002576,Medium,navigation,2024-06-19,Sentinel Prime AI,North America,United States,34.36,True,Wednesday,0,0
2577,11.0237,TKT-002577,Medium,software,2025-11-19,Fari,North America,Canada,48.61,True,Wednesday,0,0
2578,5.2363,TKT-002578,Medium,software,2025-10-10,Senpai,North America,United States,37.23,True,Friday,0,0
2579,6.7211,TKT-002579,Low,battery,2025-08-27,Fari,North America,Canada,182.39,True,Wednesday,0,0
2580,30.739,TKT-002580,Medium,mechanical,2024-11-30,Aido Humanoid,North America,United States,80.61,True,Saturday,1,0
2581,76.15220000000001,TKT-002581,Low,mechanical,2025-01-24,Aido Humanoid,APAC,Australia,99.29,True,Friday,1,0
2582,7.544600000000001,TKT-002582,High,navigation,2025-06-21,Aido Rover,Europe,United Kingdom,19.73,True,Saturday,0,0
2583,7.516299999999999,TKT-002583,Low,navigation,2024-11-22,Fari,North America,United States,189.75,True,Friday,0,0
2584,122.9673,TKT-002584,Low,navigation,2026-02-22,Fari,North America,United States,78.53,True,Sunday,1,2
2585,2.1317,TKT-002585,High,mechanical,2025-03-11,Aido Humanoid,North America,United States,32.62,True,Tuesday,0,2
2586,4.9791,TKT-002586,Medium,connectivity,2026-01-29,Senpai,Europe,United Kingdom,36.1,True,Thursday,0,0
2587,4.3702000000000005,TKT-002587,Medium,mechanical,2025-10-17,Senpai,North America,United States,78.95,True,Friday,0,1
2588,4.4137,TKT-002588,Medium,battery,2025-08-30,Senpai,APAC,Japan,55.86,True,Saturday,0,1
2589,21.849600000000002,TKT-002589,Low,navigation,2025-04-04,Aido Humanoid,North America,United States,125.54,True,Friday,0,0
2590,128.03549999999998,TKT-002590,Medium,battery,2025-06-10,Aido Humanoid,Europe,United Kingdom,16.06,True,Tuesday,1,2
2591,2.0356,TKT-002591,Critical,navigation,2024-06-29,Fari,North America,United States,3.65,True,Saturday,0,0
2592,18.5043,TKT-002592,Medium,software,2025-03-16,Senpai,APAC,Australia,40.87,True,Sunday,0,0
2593,49.5203,TKT-002593,Medium,navigation,2024-11-02,Aido Rover,North America,United States,32.87,True,Saturday,1,1
2594,3.9311,TKT-002594,Medium,connectivity,2025-11-29,Aido Rover,APAC,Japan,34.55,True,Saturday,0,0
2595,20.1883,TKT-002595,Low,mechanical,2025-07-04,Sentinel Prime AI,Europe,United Kingdom,95.62,True,Friday,1,0
2596,85.3775,TKT-002596,Low,mechanical,2026-01-11,Fari,Europe,Germany,85.03,True,Sunday,1,0
2597,26.2987,TKT-002597,Medium,mechanical,2024-07-06,Senpai,Europe,Germany,70.93,True,Saturday,1,0
2598,6.4859,TKT-002598,Medium,software,2025-03-12,Senpai,North America,Canada,6.91,True,Wednesday,0,1
2599,53.1526,TKT-002599,Medium,mechanical,2026-05-01,Aido Humanoid,North America,United States,87.09,True,Friday,1,0
2600,5.0602,TKT-002600,Low,navigation,2025-07-03,Aido Humanoid,Europe,Germany,34.87,True,Thursday,0,0
2601,12.3673,TKT-002601,Low,navigation,2025-12-14,Senpai,North America,United States,,False,Sunday,0,0
2602,50.363899999999994,TKT-002602,Medium,mechanical,2024-10-30,Senpai,North America,Canada,77.34,True,Wednesday,1,1
2603,7.834899999999999,TKT-002603,Medium,navigation,2025-01-07,Aido Humanoid,APAC,Australia,12.22,True,Tuesday,0,0
2604,3.7705,TKT-002604,Medium,software,2025-02-12,Fari,APAC,Japan,12.14,True,Wednesday,0,0
2605,76.42729999999999,TKT-002605,Medium,battery,2026-02-09,Senpai,Europe,Germany,36.3,True,Monday,1,0
2606,7.3157000000000005,TKT-002606,Medium,navigation,2025-05-29,Senpai,APAC,Japan,101.93,True,Thursday,0,0
2607,4.651400000000001,TKT-002607,Medium,navigation,2026-02-01,Sentinel Prime AI,North America,Canada,62.82,True,Sunday,0,1
2608,6.2158999999999995,TKT-002608,Medium,software,2025-12-13,Sentinel Prime AI,North America,United States,74.0,True,Saturday,0,0
2609,7.9544,TKT-002609,Medium,software,2025-04-01,Fari,Europe,United Kingdom,72.34,True,Tuesday,0,0
2610,5.0278,TKT-002610,Critical,connectivity,2024-06-28,Aido Humanoid,Europe,Germany,3.02,True,Friday,0,0
2611,8.0244,TKT-002611,Low,battery,2025-06-01,Fari,APAC,Japan,158.14,True,Sunday,0,0
2612,2.3285,TKT-002612,Critical,battery,2025-07-31,Aido Humanoid,APAC,Australia,6.07,True,Thursday,0,0
2613,46.0177,TKT-002613,High,navigation,2025-11-26,Senpai,Europe,United Kingdom,10.44,True,Wednesday,1,0
2614,2.5689,TKT-002614,Medium,software,2024-10-23,Sentinel Prime AI,Europe,United Kingdom,40.83,True,Wednesday,0,0
2615,11.0651,TKT-002615,Low,software,2024-08-19,Sentinel Prime AI,APAC,Japan,78.61,True,Monday,0,0
2616,2.474,TKT-002616,High,navigation,2025-01-31,Fari,North America,United States,12.81,True,Friday,0,0
2617,25.225,TKT-002617,Low,connectivity,2025-07-24,Fari,North America,United States,31.82,True,Thursday,0,0
2618,17.7824,TKT-002618,High,navigation,2026-01-16,Fari,North America,Canada,5.14,True,Friday,1,0
2619,3.8904,TKT-002619,Low,connectivity,2025-06-05,Senpai,North America,Canada,34.17,True,Thursday,0,0
2620,2.2055,TKT-002620,Medium,battery,2026-02-12,Aido Humanoid,North America,United States,,False,Thursday,0,0
2621,52.334199999999996,TKT-002621,Low,battery,2025-09-26,Aido Humanoid,APAC,Japan,103.32,True,Friday,1,0
2622,6.5734,TKT-002622,High,connectivity,2024-08-23,Aido Rover,Europe,Germany,9.53,True,Friday,0,1
2623,9.0334,TKT-002623,Low,navigation,2026-04-03,Sentinel Prime AI,North America,United States,73.8,True,Friday,1,0
2624,41.7049,TKT-002624,Low,battery,2026-03-15,Aido Humanoid,Europe,Germany,106.58,True,Sunday,1,2
2625,4.6794,TKT-002625,Medium,navigation,2026-04-25,Aido Humanoid,APAC,Japan,,False,Saturday,0,1
2626,4.4012,TKT-002626,Low,connectivity,2025-06-03,Aido Rover,Europe,Germany,126.21,True,Tuesday,0,0
2627,22.0002,TKT-002627,Critical,mechanical,2024-09-26,Sentinel Prime AI,APAC,Australia,5.07,True,Thursday,1,0
2628,2.1828,TKT-002628,Critical,software,2025-01-02,Aido Rover,North America,United States,5.57,True,Thursday,0,0
2629,4.0375,TKT-002629,High,connectivity,2024-11-29,Fari,North America,Canada,4.84,True,Friday,0,0
2630,144.68630000000002,TKT-002630,Critical,mechanical,2025-03-28,Fari,Europe,United Kingdom,7.94,True,Friday,1,1
2631,8.3611,TKT-002631,High,software,2025-04-18,Aido Rover,Europe,Germany,,False,Friday,0,1
2632,41.9999,TKT-002632,Medium,battery,2025-05-25,Fari,Europe,United Kingdom,46.05,True,Sunday,1,0
2633,3.0617,TKT-002633,Medium,software,2026-02-04,Aido Humanoid,Europe,United Kingdom,21.01,True,Wednesday,0,0
2634,57.1895,TKT-002634,Low,battery,2025-07-24,Aido Rover,APAC,Japan,157.56,True,Thursday,1,0
2635,11.169899999999998,TKT-002635,Low,navigation,2025-09-30,Fari,Europe,United Kingdom,100.51,True,Tuesday,0,0
2636,5.074,TKT-002636,Medium,software,2025-01-01,Fari,Europe,United Kingdom,47.1,True,Wednesday,0,0
2637,6.6438999999999995,TKT-002637,Medium,battery,2025-08-19,Sentinel Prime AI,Europe,United Kingdom,52.89,True,Tuesday,0,0
2638,4.8338,TKT-002638,Medium,software,2025-09-22,Fari,APAC,Australia,64.32,True,Monday,0,0
2639,5.759,TKT-002639,Medium,connectivity,2026-02-01,Senpai,APAC,Japan,39.62,True,Sunday,0,0
2640,5.4091,TKT-002640,Critical,software,2025-01-03,Senpai,North America,United States,12.15,True,Friday,0,1
2641,5.523499999999999,TKT-002641,Low,software,2024-06-21,Aido Rover,North America,Canada,41.95,True,Friday,0,0
2642,15.7249,TKT-002642,Medium,software,2025-12-16,Aido Rover,APAC,Japan,35.62,True,Tuesday,0,0
2643,132.0781,TKT-002643,Low,battery,2025-02-03,Aido Rover,Europe,United Kingdom,148.77,True,Monday,1,0
2644,22.566699999999997,TKT-002644,Medium,connectivity,2025-05-04,Senpai,North America,Canada,,False,Sunday,0,0
2645,5.9949,TKT-002645,Low,connectivity,2024-07-06,Aido Humanoid,Europe,Germany,158.54,True,Saturday,0,0
2646,35.3693,TKT-002646,Low,navigation,2024-10-29,Sentinel Prime AI,Europe,Germany,143.42,True,Tuesday,1,0
2647,117.64589999999998,TKT-002647,Medium,battery,2025-02-03,Aido Humanoid,North America,United States,40.12,True,Monday,1,0
2648,2.9246,TKT-002648,Medium,connectivity,2025-01-28,Fari,North America,Canada,,False,Tuesday,0,0
2649,5.5165999999999995,TKT-002649,High,battery,2025-12-02,Sentinel Prime AI,Europe,United Kingdom,,False,Tuesday,0,0
2650,22.963599999999996,TKT-002650,Medium,navigation,2026-03-01,Fari,APAC,Australia,70.84,True,Sunday,0,0
2651,4.9329,TKT-002651,Critical,software,2025-11-17,Senpai,APAC,Australia,9.98,True,Monday,0,2
2652,18.2885,TKT-002652,Medium,connectivity,2026-04-29,Senpai,Europe,Germany,42.94,True,Wednesday,0,2
2653,6.9338999999999995,TKT-002653,High,connectivity,2025-06-12,Aido Humanoid,Europe,Germany,11.64,True,Thursday,0,0
2654,13.385899999999998,TKT-002654,Medium,software,2025-08-27,Senpai,Europe,United Kingdom,54.26,True,Wednesday,0,1
2655,6.3757,TKT-002655,Low,battery,2026-04-21,Aido Rover,North America,United States,,False,Tuesday,0,3
2656,6.6892000000000005,TKT-002656,High,battery,2025-01-16,Aido Rover,APAC,Japan,7.59,True,Thursday,0,0
2657,10.1206,TKT-002657,Medium,navigation,2026-02-08,Aido Humanoid,APAC,Japan,31.02,True,Sunday,0,0
2658,5.4002,TKT-002658,Critical,software,2024-08-30,Fari,North America,United States,5.52,True,Friday,0,3
2659,13.5435,TKT-002659,High,connectivity,2025-11-11,Aido Rover,North America,United States,23.95,True,Tuesday,1,0
2660,13.402000000000001,TKT-002660,Medium,connectivity,2025-10-08,Fari,Europe,Germany,24.25,True,Wednesday,0,0
2661,6.7218,TKT-002661,Low,software,2024-06-10,Senpai,North America,United States,236.9,True,Monday,0,1
2662,6.5755,TKT-002662,Low,navigation,2025-06-25,Sentinel Prime AI,APAC,Australia,54.21,True,Wednesday,0,2
2663,14.276499999999999,TKT-002663,Medium,software,2025-03-17,Aido Rover,North America,Canada,,False,Monday,0,1
2664,44.1823,TKT-002664,Low,mechanical,2026-04-28,Sentinel Prime AI,APAC,Australia,103.38,True,Tuesday,1,0
2665,31.0978,TKT-002665,Medium,navigation,2024-10-21,Sentinel Prime AI,North America,United States,67.37,True,Monday,0,1
2666,3.1279,TKT-002666,Critical,navigation,2025-07-26,Aido Humanoid,APAC,Japan,2.07,True,Saturday,0,3
2667,20.3953,TKT-002667,Medium,navigation,2026-03-20,Senpai,North America,United States,,False,Friday,0,0
2668,10.6235,TKT-002668,High,software,2026-02-21,Senpai,North America,United States,29.14,True,Saturday,0,0
2669,12.556399999999998,TKT-002669,Low,navigation,2025-03-15,Sentinel Prime AI,North America,United States,212.69,True,Saturday,0,2
2670,47.816599999999994,TKT-002670,Medium,connectivity,2024-06-10,Senpai,APAC,Australia,31.81,True,Monday,1,0
2671,7.6953,TKT-002671,Medium,software,2024-10-21,Aido Humanoid,North America,United States,59.08,True,Monday,0,0
2672,6.5422,TKT-002672,Medium,navigation,2024-12-25,Sentinel Prime AI,North America,United States,77.39,True,Wednesday,0,0
2673,144.41029999999998,TKT-002673,High,software,2025-01-27,Senpai,Europe,Germany,20.93,True,Monday,1,0
2674,5.7054,TKT-002674,High,navigation,2026-03-14,Aido Rover,Europe,United Kingdom,24.3,True,Saturday,0,4
2675,4.8373,TKT-002675,Medium,battery,2024-09-10,Senpai,APAC,Australia,66.98,True,Tuesday,0,1
2676,4.3469999999999995,TKT-002676,Medium,battery,2025-11-08,Sentinel Prime AI,APAC,Japan,41.31,True,Saturday,0,0
2677,8.118,TKT-002677,Medium,software,2024-12-25,Fari,APAC,Australia,41.61,True,Wednesday,0,0
2678,33.7158,TKT-002678,Medium,mechanical,2024-06-06,Aido Rover,Europe,United Kingdom,82.15,True,Thursday,1,0
2679,27.6648,TKT-002679,Low,mechanical,2024-10-18,Aido Rover,APAC,Australia,140.92,True,Friday,1,1
2680,111.2354,TKT-002680,High,battery,2024-10-06,Fari,North America,Canada,36.1,True,Sunday,1,0
2681,12.132499999999999,TKT-002681,Medium,navigation,2025-03-06,Aido Rover,APAC,Australia,80.4,True,Thursday,0,0
2682,61.593300000000006,TKT-002682,Low,battery,2025-08-23,Aido Humanoid,North America,Canada,,False,Saturday,1,1
