ticket_key,opened_date_key,closed_date_key,product_key,customer_key,geography_key,ticket_id,severity,category,resolution_hours,is_resolved,csat_score
2274,20250419,20250420,3,702,8,TKT-002274,Medium,connectivity,41.73,True,4
2275,20260307,20260307,1,914,8,TKT-002275,Critical,connectivity,4.93,True,5
2276,20250921,20250921,4,220,10,TKT-002276,Medium,battery,22.29,True,5
2277,20240821,20240826,4,387,2,TKT-002277,Low,navigation,136.87,True,1
2278,20250728,20250802,4,494,2,TKT-002278,Low,connectivity,122.33,True,5
2279,20250329,,5,648,13,TKT-002279,Medium,connectivity,,False,
2280,20240807,20240807,5,608,10,TKT-002280,Critical,battery,8.14,True,3
2281,20250901,20250903,4,703,9,TKT-002281,Medium,software,68.16,True,4
2282,20250919,20250922,3,152,5,TKT-002282,Medium,software,88.71,True,5
2283,20250825,20250827,4,174,14,TKT-002283,Medium,software,57.39,True,5
2284,20251102,20251102,1,505,5,TKT-002284,High,battery,17.5,True,5
2285,20250727,20250730,5,879,9,TKT-002285,Medium,battery,85.06,True,4
2286,20250810,20250815,5,310,12,TKT-002286,Low,battery,127.36,True,5
2287,20250606,20250609,2,685,3,TKT-002287,Low,battery,77.56,True,3
2288,20260418,,4,398,11,TKT-002288,Medium,connectivity,,False,
2289,20250120,,4,710,4,TKT-002289,Medium,mechanical,,False,
2290,20240906,20240906,1,610,2,TKT-002290,High,navigation,7.63,True,5
2291,20250605,20250613,5,300,3,TKT-002291,Low,software,212.36,True,1
2292,20241123,20241123,2,571,8,TKT-002292,High,mechanical,23.93,True,3
2293,20251216,20251219,2,230,6,TKT-002293,Medium,battery,75.36,True,4
2294,20241002,20241002,4,541,1,TKT-002294,Medium,software,6.22,True,5
2295,20240814,20240816,3,858,1,TKT-002295,Medium,battery,52.63,True,5
2296,20250724,20250727,3,799,5,TKT-002296,Medium,battery,77.22,True,5
2297,20250615,20250621,3,322,1,TKT-002297,Low,navigation,144.05,True,4
2298,20250731,20250801,2,613,11,TKT-002298,Medium,connectivity,42.81,True,4
2299,20251213,20251215,1,372,9,TKT-002299,Low,connectivity,54.1,True,4
2300,20240621,20240625,1,488,6,TKT-002300,Low,mechanical,112.02,True,3
2301,20240626,20240703,4,617,9,TKT-002301,Low,navigation,169.12,True,5
2302,20260422,,1,404,2,TKT-002302,Low,mechanical,,False,
2303,20251015,20251017,3,450,10,TKT-002303,Medium,connectivity,69.12,True,4
2304,20240611,20240612,3,468,8,TKT-002304,High,mechanical,26.47,True,4
2305,20240621,20240621,1,148,11,TKT-002305,Critical,mechanical,5.07,True,4
2306,20251216,20251216,3,690,1,TKT-002306,Critical,software,7.85,True,4
2307,20240826,20240826,2,934,13,TKT-002307,High,navigation,21.62,True,4
2308,20250928,20250930,1,819,1,TKT-002308,Medium,navigation,56.64,True,4
2309,20250107,20250107,1,479,11,TKT-002309,Medium,mechanical,10.85,True,4
2310,20250930,20251003,3,438,11,TKT-002310,Low,mechanical,92.48,True,4
2311,20251118,,2,31,2,TKT-002311,Medium,software,,False,
2312,20250312,20250312,1,569,12,TKT-002312,Critical,navigation,7.94,True,3
2313,20250317,20250321,4,786,9,TKT-002313,Low,mechanical,111.61,True,5
2314,20250424,20250428,1,830,5,TKT-002314,Low,connectivity,106.57,True,4
2315,20250618,20250622,5,158,2,TKT-002315,Low,software,114.85,True,5
2316,20260314,20260316,3,766,13,TKT-002316,Medium,mechanical,59.93,True,5
2317,20241230,20250101,2,61,5,TKT-002317,Medium,battery,53.08,True,5
2318,20240706,20240706,5,46,4,TKT-002318,Low,battery,12.6,True,2
2319,20240827,20240830,4,428,2,TKT-002319,Medium,software,78.57,True,4
2320,20241022,20241022,2,797,10,TKT-002320,High,software,16.71,True,4
2321,20250807,20250812,4,989,9,TKT-002321,Low,battery,140.3,True,4
2322,20240715,,2,385,13,TKT-002322,High,mechanical,,False,
2323,20240703,20240703,3,756,5,TKT-002323,High,navigation,15.53,True,4
2324,20260412,20260412,5,65,3,TKT-002324,Critical,connectivity,2.01,True,4
2325,20240621,20240622,2,609,5,TKT-002325,Medium,navigation,30.51,True,4
2326,20250521,20250523,3,769,12,TKT-002326,Medium,mechanical,62.99,True,5
2327,20240807,,2,667,11,TKT-002327,Medium,connectivity,,False,
2328,20260325,20260327,4,33,1,TKT-002328,Medium,battery,52.39,True,3
2329,20260504,20260504,4,467,14,TKT-002329,High,software,8.63,True,4
2330,20251031,20251101,1,903,1,TKT-002330,Medium,mechanical,28.57,True,3
2331,20241103,20241103,5,651,12,TKT-002331,Low,software,22.96,True,5
2332,20250713,20250715,4,114,7,TKT-002332,Medium,mechanical,67.79,True,5
2333,20240811,20240812,2,495,7,TKT-002333,Medium,connectivity,27.83,True,3
2334,20260518,20260523,5,473,5,TKT-002334,Low,mechanical,125.57,True,3
2335,20260502,20260502,5,721,14,TKT-002335,Critical,navigation,4.36,True,5
2336,20260324,20260327,3,109,12,TKT-002336,Medium,battery,76.93,True,3
2337,20240913,20240916,1,470,10,TKT-002337,Medium,connectivity,83.64,True,5
2338,20240926,20240926,4,951,9,TKT-002338,High,navigation,11.83,True,4
2339,20240630,20240630,5,251,11,TKT-002339,High,software,17.37,True,4
2340,20241210,20241210,5,21,7,TKT-002340,Critical,battery,5.7,True,4
2341,20250204,20250205,1,985,1,TKT-002341,Medium,connectivity,45.42,True,5
2342,20260417,20260419,3,771,11,TKT-002342,Low,connectivity,56.79,True,4
2343,20251121,20251126,3,605,1,TKT-002343,Low,battery,123.5,True,4
2344,20241108,20241108,3,115,11,TKT-002344,Critical,software,2.5,True,3
2345,20250611,20250611,2,7,1,TKT-002345,High,battery,19.08,True,4
2346,20240726,20240727,4,13,5,TKT-002346,Medium,navigation,36.86,True,5
2347,20250826,20250829,4,440,12,TKT-002347,Low,navigation,77.36,True,5
2348,20241203,20241205,2,367,12,TKT-002348,Medium,connectivity,53.22,True,4
2349,20250910,20250913,5,644,1,TKT-002349,Low,mechanical,81.05,True,4
2350,20241005,20241007,5,497,8,TKT-002350,Medium,battery,56.25,True,2
2351,20250509,20250510,3,924,4,TKT-002351,High,mechanical,25.48,True,5
2352,20250212,20250216,1,831,11,TKT-002352,Medium,mechanical,97.02,True,3
2353,20251029,20251101,1,395,1,TKT-002353,Medium,navigation,81.32,True,5
2354,20240601,20240601,3,831,11,TKT-002354,High,software,21.28,True,1
2355,20241128,20241130,2,13,5,TKT-002355,Low,connectivity,56.72,True,5
2356,20240726,20240727,2,297,7,TKT-002356,High,battery,27.66,True,4
2357,20240703,20240703,4,239,1,TKT-002357,High,connectivity,12.57,True,4
2358,20250113,20250117,5,962,1,TKT-002358,Medium,navigation,103.85,True,4
2359,20241025,20241029,2,650,9,TKT-002359,Low,battery,99.84,True,3
2360,20260425,20260426,3,913,6,TKT-002360,Low,connectivity,37.91,True,4
2361,20251125,20251126,1,934,13,TKT-002361,Medium,connectivity,47.54,True,4
2362,20260529,20260529,2,340,7,TKT-002362,High,battery,18.28,True,3
2363,20251213,20251214,5,144,2,TKT-002363,Medium,software,43.69,True,4
2364,20250303,20250305,5,38,4,TKT-002364,Medium,mechanical,58.28,True,4
2365,20241210,20241210,5,917,1,TKT-002365,Medium,navigation,8.24,True,3
2366,20251213,,3,524,6,TKT-002366,Critical,mechanical,,False,
2367,20240710,20240712,2,427,4,TKT-002367,Low,connectivity,59.9,True,4
2368,20250329,20250329,3,356,6,TKT-002368,High,battery,20.28,True,3
2369,20251203,20251209,4,646,1,TKT-002369,Low,mechanical,153.53,True,4
2370,20250619,20250619,4,638,1,TKT-002370,Medium,software,18.94,True,5
2371,20251102,20251103,3,536,2,TKT-002371,Medium,software,33.47,True,5
2372,20250603,,4,601,9,TKT-002372,Low,mechanical,,False,
2373,20250923,20250927,5,824,1,TKT-002373,Low,software,113.39,True,4
2374,20250205,,2,592,5,TKT-002374,High,mechanical,,False,
2375,20241016,20241017,5,149,3,TKT-002375,Medium,navigation,44.52,True,4
2376,20250411,20250412,1,45,4,TKT-002376,High,software,28.57,True,4
2377,20260103,20260103,3,745,7,TKT-002377,Critical,navigation,12.5,True,3
2378,20250623,20250624,2,396,1,TKT-002378,Medium,battery,35.06,True,4
2379,20260129,20260130,5,870,11,TKT-002379,High,connectivity,27.31,True,5
2380,20250929,,1,599,11,TKT-002380,High,mechanical,,False,
2381,20251112,20251114,4,19,13,TKT-002381,Medium,mechanical,53.29,True,4
2382,20250917,20250919,5,309,4,TKT-002382,Medium,connectivity,54.38,True,5
2383,20250620,20250622,3,188,3,TKT-002383,Medium,connectivity,66.17,True,5
2384,20250728,20250804,3,718,10,TKT-002384,Low,mechanical,181.77,True,5
2385,20250811,20250812,3,168,3,TKT-002385,Low,connectivity,28.92,True,4
2386,20241113,20241119,3,849,8,TKT-002386,Low,connectivity,161.64,True,4
2387,20241106,20241106,3,602,13,TKT-002387,High,navigation,13.89,True,5
2388,20250306,20250308,2,461,9,TKT-002388,Medium,connectivity,62.33,True,5
2389,20250816,20250825,1,691,7,TKT-002389,Low,battery,218.45,True,5
2390,20240703,,3,648,13,TKT-002390,Medium,connectivity,,False,
2391,20240617,20240617,5,502,10,TKT-002391,High,battery,12.63,True,4
2392,20260101,20260101,4,856,4,TKT-002392,High,connectivity,21.22,True,3
2393,20241209,20241211,4,699,11,TKT-002393,Medium,connectivity,49.81,True,1
2394,20260312,20260314,3,440,12,TKT-002394,Medium,mechanical,49.6,True,2
2395,20250826,,1,831,11,TKT-002395,High,battery,,False,
2396,20241127,20241127,2,459,8,TKT-002396,Medium,navigation,1.56,True,1
2397,20250604,,5,364,13,TKT-002397,Medium,connectivity,,False,
2398,20260205,20260205,1,248,2,TKT-002398,High,navigation,19.0,True,3
2399,20240823,20240825,4,435,8,TKT-002399,Medium,battery,63.98,True,2
2400,20241208,20241208,3,235,8,TKT-002400,High,software,16.5,True,3
2401,20241218,20241219,1,648,13,TKT-002401,Low,battery,29.07,True,4
2402,20250706,20250708,3,993,7,TKT-002402,Low,connectivity,66.03,True,4
2403,20241122,,1,340,7,TKT-002403,High,connectivity,,False,
2404,20241024,20241029,1,72,2,TKT-002404,Low,mechanical,120.75,True,4
2405,20260403,20260403,3,562,13,TKT-002405,Medium,connectivity,18.28,True,3
2406,20241108,20241109,5,327,9,TKT-002406,High,battery,31.59,True,5
2407,20250917,20250924,4,634,5,TKT-002407,Low,software,190.58,True,1
2408,20251029,20251101,3,766,13,TKT-002408,Low,connectivity,81.41,True,4
2409,20240723,20240723,4,657,4,TKT-002409,High,battery,3.75,True,4
2410,20250707,20250713,2,664,3,TKT-002410,Low,mechanical,162.39,True,5
2411,20251012,20251014,1,445,14,TKT-002411,Medium,navigation,63.98,True,4
2412,20240907,20240908,4,290,3,TKT-002412,Medium,navigation,35.03,True,4
2413,20250117,20250122,1,27,4,TKT-002413,Low,software,123.2,True,4
2414,20240830,20240831,2,615,5,TKT-002414,High,software,27.91,True,2
2415,20250501,,3,776,2,TKT-002415,Medium,battery,,False,
2416,20240926,20240929,4,911,10,TKT-002416,Low,mechanical,82.15,True,4
2417,20250713,,5,525,10,TKT-002417,Critical,battery,,False,
2418,20250713,20250719,5,708,11,TKT-002418,Low,navigation,144.37,True,2
2419,20250612,20250612,2,240,2,TKT-002419,Medium,mechanical,17.18,True,3
2420,20250222,20250222,5,983,12,TKT-002420,Low,mechanical,16.48,True,5
2421,20250826,20250827,5,528,9,TKT-002421,Medium,mechanical,46.7,True,4
2422,20241028,,5,15,1,TKT-002422,Medium,navigation,,False,
2423,20241128,20241129,4,95,3,TKT-002423,Medium,mechanical,34.6,True,3
2424,20240720,20240724,1,635,4,TKT-002424,Low,battery,113.8,True,2
2425,20250403,20250404,5,570,3,TKT-002425,Medium,software,33.88,True,3
2426,20250819,20250823,1,965,2,TKT-002426,Low,mechanical,99.53,True,5
2427,20260127,20260127,2,445,14,TKT-002427,Medium,battery,22.95,True,1
2428,20250707,20250713,2,518,10,TKT-002428,Low,mechanical,160.5,True,5
2429,20240922,20240923,4,762,6,TKT-002429,Medium,mechanical,28.12,True,5
2430,20240916,20240916,4,678,3,TKT-002430,High,connectivity,22.34,True,3
2431,20250511,20250512,4,682,5,TKT-002431,High,mechanical,28.9,True,4
2432,20250215,20250217,3,970,3,TKT-002432,Medium,connectivity,50.14,True,5
2433,20240904,20240905,5,336,7,TKT-002433,Medium,navigation,32.0,True,4
2434,20260216,20260216,4,573,9,TKT-002434,High,connectivity,17.91,True,3
2435,20251026,20251030,2,96,12,TKT-002435,Medium,mechanical,100.21,True,2
2436,20250331,20250331,2,509,13,TKT-002436,Critical,software,1.4,True,1
2437,20250814,20250815,4,557,5,TKT-002437,Medium,software,34.58,True,5
2438,20251208,,4,928,12,TKT-002438,Critical,software,,False,
2439,20240720,20240726,3,172,7,TKT-002439,Low,connectivity,158.02,True,1
2440,20260423,20260425,4,161,8,TKT-002440,Medium,navigation,52.89,True,5
2441,20260330,20260330,3,298,5,TKT-002441,Medium,battery,4.46,True,4
2442,20251020,,1,355,12,TKT-002442,Low,navigation,,False,
2443,20260513,20260515,1,530,12,TKT-002443,Medium,battery,53.44,True,3
2444,20251108,20251110,1,172,7,TKT-002444,Medium,battery,61.11,True,3
2445,20240720,20240721,1,284,1,TKT-002445,Low,mechanical,30.67,True,4
2446,20250919,20250930,5,752,3,TKT-002446,Low,battery,264.1,True,5
2447,20250719,20250719,2,941,6,TKT-002447,High,mechanical,15.58,True,4
2448,20241113,20241113,1,944,6,TKT-002448,Critical,battery,6.55,True,2
2449,20250804,20250805,3,687,1,TKT-002449,Medium,mechanical,46.26,True,5
2450,20251015,,1,875,12,TKT-002450,Medium,navigation,,False,
2451,20240622,,1,61,5,TKT-002451,Medium,battery,,False,
2452,20260303,20260303,1,554,4,TKT-002452,Medium,battery,4.28,True,5
2453,20260303,20260304,2,184,8,TKT-002453,Medium,mechanical,36.78,True,2
2454,20241114,20241116,2,863,7,TKT-002454,Medium,connectivity,59.38,True,4
2455,20250814,20250815,4,466,10,TKT-002455,Medium,battery,29.94,True,4
2456,20250504,20250505,2,865,7,TKT-002456,High,navigation,37.13,True,2
2457,20260220,20260220,3,77,10,TKT-002457,Medium,battery,7.62,True,4
2458,20241103,,4,595,5,TKT-002458,Medium,navigation,,False,
2459,20251020,20251020,5,84,3,TKT-002459,Critical,software,9.24,True,4
2460,20250405,20250405,4,494,2,TKT-002460,Critical,software,12.36,True,3
2461,20250201,20250201,1,281,1,TKT-002461,High,software,18.71,True,3
2462,20241104,20241106,3,658,6,TKT-002462,Medium,software,71.49,True,5
2463,20250808,20250808,5,55,10,TKT-002463,High,software,20.97,True,4
2464,20250917,20250920,5,993,7,TKT-002464,Medium,mechanical,74.32,True,3
2465,20250502,20250502,4,308,6,TKT-002465,Medium,mechanical,21.0,True,3
2466,20240704,20240706,4,72,2,TKT-002466,Medium,battery,56.8,True,4
2467,20250510,,1,769,12,TKT-002467,Medium,software,,False,
2468,20250903,,5,549,11,TKT-002468,High,mechanical,,False,
2469,20260313,20260314,3,422,10,TKT-002469,Medium,connectivity,39.41,True,4
2470,20250622,20250625,5,684,1,TKT-002470,Low,connectivity,84.86,True,4
2471,20241030,20241101,2,657,4,TKT-002471,Medium,connectivity,52.71,True,4
2472,20240924,20240926,1,243,3,TKT-002472,Medium,navigation,49.48,True,4
2473,20251006,20251011,5,661,5,TKT-002473,Low,connectivity,133.93,True,2
2474,20260209,20260213,1,704,2,TKT-002474,Low,navigation,97.44,True,4
2475,20240712,20240714,5,353,14,TKT-002475,Medium,navigation,65.93,True,2
2476,20251127,20251128,5,315,3,TKT-002476,High,navigation,30.18,True,4
2477,20240830,20240905,4,450,10,TKT-002477,Low,mechanical,146.33,True,4
2478,20260425,20260429,2,809,14,TKT-002478,Low,software,112.82,True,3
2479,20240703,20240705,1,132,2,TKT-002479,Low,mechanical,52.22,True,3
2480,20241021,20241023,3,390,11,TKT-002480,Medium,mechanical,53.13,True,4
2481,20260214,20260215,4,55,10,TKT-002481,High,navigation,27.46,True,5
2482,20240909,20240910,5,884,14,TKT-002482,Medium,navigation,25.45,True,4
2483,20260328,20260328,2,329,5,TKT-002483,High,navigation,13.48,True,5
2484,20251025,20251026,1,448,5,TKT-002484,Medium,battery,31.26,True,5
2485,20240916,20240917,5,353,14,TKT-002485,Medium,battery,24.67,True,4
2486,20251027,20251027,5,933,8,TKT-002486,Medium,battery,11.94,True,4
2487,20250223,20250225,4,155,12,TKT-002487,Medium,mechanical,52.58,True,5
2488,20250623,20250623,4,889,12,TKT-002488,High,mechanical,23.59,True,4
2489,20260124,,2,405,5,TKT-002489,High,software,,False,
2490,20250702,20250702,4,314,1,TKT-002490,High,software,16.56,True,4
2491,20250702,20250702,2,424,11,TKT-002491,Critical,mechanical,6.01,True,1
2492,20251106,20251108,1,291,4,TKT-002492,Low,mechanical,71.47,True,5
2493,20250806,20250806,2,820,1,TKT-002493,Critical,mechanical,6.53,True,4
2494,20251003,20251006,4,150,7,TKT-002494,Medium,software,94.12,True,5
2495,20250910,20250912,5,70,14,TKT-002495,Medium,navigation,66.29,True,5
2496,20250804,20250808,4,982,1,TKT-002496,Low,mechanical,100.15,True,3
2497,20260116,20260118,2,773,8,TKT-002497,Medium,navigation,50.82,True,4
2498,20250331,20250402,1,657,4,TKT-002498,Medium,connectivity,65.92,True,3
2499,20250125,20250125,1,350,2,TKT-002499,Medium,software,12.89,True,4
2500,20260312,20260313,4,448,5,TKT-002500,Medium,navigation,33.36,True,4
2501,20250530,20250530,1,966,8,TKT-002501,Medium,navigation,21.39,True,3
2502,20250613,20250614,1,398,11,TKT-002502,High,navigation,32.26,True,4
2503,20240730,20240730,1,368,11,TKT-002503,Medium,mechanical,17.55,True,5
2504,20260108,20260112,5,1,3,TKT-002504,Low,navigation,99.13,True,3
2505,20250710,20250710,3,62,3,TKT-002505,Critical,navigation,2.77,True,4
2506,20250125,,5,372,9,TKT-002506,Medium,mechanical,,False,
2507,20250723,20250723,1,881,5,TKT-002507,High,battery,6.78,True,3
2508,20240904,20240910,5,749,12,TKT-002508,Low,connectivity,151.52,True,4
2509,20241113,20241113,5,765,6,TKT-002509,High,navigation,15.09,True,5
2510,20251007,20251009,4,341,11,TKT-002510,Medium,navigation,56.69,True,5
2511,20251201,20251201,4,689,1,TKT-002511,High,connectivity,15.17,True,4
2512,20260310,20260311,5,835,14,TKT-002512,Medium,navigation,30.79,True,5
2513,20250819,20250819,1,390,11,TKT-002513,High,software,4.13,True,5
2514,20241016,20241016,4,151,5,TKT-002514,Critical,battery,6.51,True,5
2515,20241230,20250102,1,124,10,TKT-002515,Low,mechanical,84.54,True,4
2516,20240911,20240912,1,540,9,TKT-002516,Medium,navigation,27.9,True,4
2517,20250909,20250909,3,386,9,TKT-002517,Critical,software,7.69,True,2
2518,20241124,20241127,1,232,14,TKT-002518,Medium,connectivity,85.72,True,4
2519,20240925,20240930,2,936,6,TKT-002519,Low,software,133.37,True,3
2520,20250209,20250211,5,302,1,TKT-002520,Low,navigation,58.64,True,3
2521,20260318,20260321,2,972,6,TKT-002521,Medium,battery,72.55,True,3
2522,20251121,20251121,3,621,11,TKT-002522,Critical,navigation,7.52,True,4
2523,20260125,,4,485,1,TKT-002523,High,connectivity,,False,
2524,20250728,20250731,4,533,5,TKT-002524,Low,battery,73.14,True,3
2525,20250622,20250622,2,502,10,TKT-002525,Low,connectivity,12.57,True,5
2526,20250908,20250909,1,908,7,TKT-002526,Low,connectivity,40.18,True,5
2527,20260131,,3,799,5,TKT-002527,Low,battery,,False,
2528,20260111,20260112,2,113,9,TKT-002528,High,mechanical,28.05,True,3
2529,20240721,20240725,5,928,12,TKT-002529,Low,navigation,119.13,True,3
2530,20241215,20241215,1,446,12,TKT-002530,High,battery,18.07,True,5
2531,20250418,20250419,5,606,10,TKT-002531,High,software,34.66,True,5
2532,20240725,,5,201,10,TKT-002532,Medium,navigation,,False,
2533,20250801,20250802,4,730,14,TKT-002533,Medium,software,42.48,True,4
2534,20250210,20250210,2,955,7,TKT-002534,High,software,12.32,True,5
2535,20250603,20250603,5,621,11,TKT-002535,High,software,12.06,True,3
2536,20260424,,1,332,13,TKT-002536,Low,connectivity,,False,
2537,20251224,20251225,3,455,1,TKT-002537,Medium,battery,45.85,True,4
2538,20260118,20260119,5,53,4,TKT-002538,Medium,software,24.03,True,2
2539,20250702,20250703,3,890,5,TKT-002539,High,connectivity,36.7,True,4
2540,20250917,,2,287,13,TKT-002540,High,software,,False,
2541,20251220,20251220,4,239,1,TKT-002541,Medium,mechanical,18.82,True,4
2542,20260308,20260308,5,842,1,TKT-002542,Critical,navigation,5.11,True,4
2543,20250330,20250331,3,724,7,TKT-002543,High,mechanical,25.53,True,4
2544,20240610,20240610,4,247,10,TKT-002544,Critical,connectivity,6.35,True,5
2545,20250902,20250903,2,685,3,TKT-002545,High,battery,24.5,True,4
2546,20260128,20260129,3,983,12,TKT-002546,Medium,navigation,32.27,True,4
2547,20250213,20250216,4,526,6,TKT-002547,Medium,mechanical,94.58,True,5
2548,20240611,20240611,4,389,9,TKT-002548,Critical,connectivity,5.54,True,1
2549,20260301,20260302,4,225,9,TKT-002549,High,mechanical,24.76,True,5
2550,20250411,20250414,5,696,12,TKT-002550,Low,software,95.9,True,5
2551,20260512,20260512,1,92,1,TKT-002551,Medium,battery,2.14,True,5
2552,20260220,20260220,2,539,11,TKT-002552,Critical,connectivity,8.13,True,3
2553,20240814,20240817,1,92,1,TKT-002553,Medium,mechanical,78.58,True,4
2554,20250711,20250711,4,822,5,TKT-002554,High,software,15.58,True,4
2555,20240605,20240606,2,570,3,TKT-002555,Medium,connectivity,42.68,True,4
2556,20251128,20251128,5,476,7,TKT-002556,Medium,mechanical,10.08,True,5
2557,20260306,20260308,4,994,8,TKT-002557,Medium,mechanical,60.47,True,2
2558,20240721,20240722,2,891,14,TKT-002558,Low,battery,28.91,True,5
2559,20250430,20250503,2,234,12,TKT-002559,Low,battery,83.41,True,4
2560,20241124,20241126,4,479,11,TKT-002560,Medium,mechanical,69.55,True,4
2561,20260409,20260410,3,55,10,TKT-002561,Medium,mechanical,45.24,True,4
2562,20241130,20241201,5,580,2,TKT-002562,High,software,26.23,True,4
2563,20241221,,5,135,5,TKT-002563,Medium,connectivity,,False,
2564,20260128,20260131,1,266,5,TKT-002564,Low,battery,74.52,True,1
2565,20240705,20240705,3,722,1,TKT-002565,Critical,battery,7.82,True,3
2566,20250827,20250828,1,406,10,TKT-002566,High,connectivity,30.81,True,5
2567,20240915,20240916,2,160,11,TKT-002567,Medium,battery,46.42,True,5
2568,20250521,20250523,3,956,1,TKT-002568,Medium,navigation,70.89,True,3
2569,20240904,20240904,3,756,5,TKT-002569,Medium,battery,23.17,True,5
2570,20251125,20251125,1,140,12,TKT-002570,High,mechanical,2.41,True,4
2571,20251228,20260101,2,590,7,TKT-002571,Medium,connectivity,99.52,True,5
2572,20260131,20260201,2,663,9,TKT-002572,Medium,battery,44.16,True,5
2573,20250603,20250603,1,976,7,TKT-002573,High,connectivity,19.54,True,4
2574,20250810,20250810,4,66,12,TKT-002574,Critical,navigation,9.99,True,4
2575,20260404,20260405,3,889,12,TKT-002575,Medium,battery,35.6,True,2
2576,20240619,20240620,3,584,4,TKT-002576,Medium,navigation,34.36,True,5
2577,20251119,20251121,1,559,5,TKT-002577,Medium,software,48.61,True,4
2578,20251010,20251011,2,141,4,TKT-002578,Medium,software,37.23,True,5
2579,20250827,20250903,1,298,5,TKT-002579,Low,battery,182.39,True,4
2580,20241130,20241203,5,684,1,TKT-002580,Medium,mechanical,80.61,True,4
2581,20250124,20250128,5,337,14,TKT-002581,Low,mechanical,99.29,True,4
2582,20250621,20250621,4,184,8,TKT-002582,High,navigation,19.73,True,5
2583,20241122,20241129,1,111,2,TKT-002583,Low,navigation,189.75,True,3
2584,20260222,20260225,1,854,3,TKT-002584,Low,navigation,78.53,True,5
2585,20250311,20250312,5,218,3,TKT-002585,High,mechanical,32.62,True,5
2586,20260129,20260130,2,163,7,TKT-002586,Medium,connectivity,36.1,True,4
2587,20251017,20251020,2,859,2,TKT-002587,Medium,mechanical,78.95,True,5
2588,20250830,20250901,2,968,11,TKT-002588,Medium,battery,55.86,True,5
2589,20250404,20250409,5,858,1,TKT-002589,Low,navigation,125.54,True,5
2590,20250610,20250610,5,123,7,TKT-002590,Medium,battery,16.06,True,5
2591,20240629,20240629,1,589,2,TKT-002591,Critical,navigation,3.65,True,4
2592,20250316,20250317,2,118,14,TKT-002592,Medium,software,40.87,True,4
2593,20241102,20241103,4,7,1,TKT-002593,Medium,navigation,32.87,True,3
2594,20251129,20251130,4,112,11,TKT-002594,Medium,connectivity,34.55,True,4
2595,20250704,20250707,3,865,7,TKT-002595,Low,mechanical,95.62,True,5
2596,20260111,20260114,1,49,9,TKT-002596,Low,mechanical,85.03,True,5
2597,20240706,20240708,2,525,10,TKT-002597,Medium,mechanical,70.93,True,3
2598,20250312,20250312,2,822,5,TKT-002598,Medium,software,6.91,True,5
2599,20260501,20260504,5,741,2,TKT-002599,Medium,mechanical,87.09,True,4
2600,20250703,20250704,5,796,9,TKT-002600,Low,navigation,34.87,True,5
2601,20251214,,2,387,2,TKT-002601,Low,navigation,,False,
2602,20241030,20241102,2,706,6,TKT-002602,Medium,mechanical,77.34,True,4
2603,20250107,20250107,5,679,13,TKT-002603,Medium,navigation,12.22,True,5
2604,20250212,20250212,1,440,12,TKT-002604,Medium,software,12.14,True,4
2605,20260209,20260210,2,977,9,TKT-002605,Medium,battery,36.3,True,2
2606,20250529,20250602,2,165,12,TKT-002606,Medium,navigation,101.93,True,4
2607,20260201,20260203,3,214,6,TKT-002607,Medium,navigation,62.82,True,5
2608,20251213,20251216,3,187,2,TKT-002608,Medium,software,74.0,True,5
2609,20250401,20250404,1,476,7,TKT-002609,Medium,software,72.34,True,4
2610,20240628,20240628,5,193,10,TKT-002610,Critical,connectivity,3.02,True,4
2611,20250601,20250607,1,453,11,TKT-002611,Low,battery,158.14,True,4
2612,20250731,20250731,5,693,13,TKT-002612,Critical,battery,6.07,True,5
2613,20251126,20251126,2,736,8,TKT-002613,High,navigation,10.44,True,4
2614,20241023,20241024,3,134,8,TKT-002614,Medium,software,40.83,True,4
2615,20240819,20240822,3,696,12,TKT-002615,Low,software,78.61,True,4
2616,20250131,20250131,1,504,4,TKT-002616,High,navigation,12.81,True,3
2617,20250724,20250725,1,16,1,TKT-002617,Low,connectivity,31.82,True,5
2618,20260116,20260116,1,751,5,TKT-002618,High,navigation,5.14,True,5
2619,20250605,20250606,2,99,5,TKT-002619,Low,connectivity,34.17,True,4
2620,20260212,,5,644,1,TKT-002620,Medium,battery,,False,
2621,20250926,20250930,5,160,11,TKT-002621,Low,battery,103.32,True,5
2622,20240823,20240823,4,797,10,TKT-002622,High,connectivity,9.53,True,4
2623,20260403,20260406,3,309,4,TKT-002623,Low,navigation,73.8,True,4
2624,20260315,20260319,5,502,10,TKT-002624,Low,battery,106.58,True,5
2625,20260425,,5,848,11,TKT-002625,Medium,navigation,,False,
2626,20250603,20250608,4,256,10,TKT-002626,Low,connectivity,126.21,True,4
2627,20240926,20240926,3,578,14,TKT-002627,Critical,mechanical,5.07,True,5
2628,20250102,20250102,4,199,4,TKT-002628,Critical,software,5.57,True,4
2629,20241129,20241129,1,335,5,TKT-002629,High,connectivity,4.84,True,4
2630,20250328,20250328,1,826,8,TKT-002630,Critical,mechanical,7.94,True,4
2631,20250418,,4,797,10,TKT-002631,High,software,,False,
2632,20250525,20250526,1,531,8,TKT-002632,Medium,battery,46.05,True,4
2633,20260204,20260204,5,581,8,TKT-002633,Medium,software,21.01,True,5
2634,20250724,20250730,4,416,11,TKT-002634,Low,battery,157.56,True,4
2635,20250930,20251004,1,935,7,TKT-002635,Low,navigation,100.51,True,4
