pipeline_key,created_date_key,closed_date_key,product_key,customer_key,geography_key,opportunity_id,stage,units,amount_usd,is_won,sales_cycle_days
758,20250312,20250402,2,312,14,OPP-000758,Lost,3,9703.66,False,21
759,20260503,20260531,3,163,7,OPP-000759,Lost,7,303631.17,False,90
760,20260420,20260531,5,36,3,OPP-000760,Won,12,1303420.81,True,86
761,20260403,20260531,2,78,12,OPP-000761,Lost,22,72445.85,False,149
762,20250909,20251007,5,751,5,OPP-000762,Won,22,2425550.89,True,28
763,20241221,20250428,4,58,7,OPP-000763,Won,4,249701.42,True,128
764,20241210,,5,384,6,OPP-000764,Qualified,23,2691722.96,False,
765,20260316,20260531,5,731,13,OPP-000765,Won,2,209105.73,True,80
766,20240704,,5,978,3,OPP-000766,Proposal,10,1070409.22,False,
767,20260114,,5,704,2,OPP-000767,Negotiation,9,1047550.34,False,
768,20241117,20250201,1,636,3,OPP-000768,Lost,8,41711.87,False,76
769,20250313,20250624,2,323,5,OPP-000769,Won,11,34880.89,True,103
770,20250509,,5,774,7,OPP-000770,Negotiation,24,2643640.64,False,
771,20240706,20240730,4,732,3,OPP-000771,Won,25,1620282.94,True,24
772,20250416,20250714,3,284,1,OPP-000772,Lost,24,1046771.29,False,89
773,20250902,,2,859,2,OPP-000773,Qualified,13,43182.81,False,
774,20241023,,3,599,11,OPP-000774,Qualified,20,771536.89,False,
775,20241023,20250418,4,695,8,OPP-000775,Won,13,876120.62,True,177
776,20251225,,5,47,11,OPP-000776,Lead,7,757739.31,False,
777,20250720,20250827,4,182,2,OPP-000777,Lost,24,1663922.44,False,38
778,20260216,20260531,4,50,11,OPP-000778,Won,2,137937.57,True,165
779,20240826,20241221,1,314,1,OPP-000779,Won,22,121026.61,True,117
780,20251214,20260204,2,678,3,OPP-000780,Lost,14,47559.96,False,52
781,20250727,20251219,5,703,9,OPP-000781,Won,3,336734.1,True,145
782,20241207,20250526,1,173,9,OPP-000782,Won,7,39387.05,True,170
783,20250413,,5,468,8,OPP-000783,Proposal,22,2401457.37,False,
784,20260322,,4,157,2,OPP-000784,Negotiation,15,1005986.6,False,
785,20250226,20250525,2,113,9,OPP-000785,Won,3,9836.02,True,88
786,20250724,,5,39,10,OPP-000786,Proposal,2,233225.0,False,
787,20240602,,4,76,1,OPP-000787,Proposal,8,548611.8,False,
788,20240621,20240908,1,732,3,OPP-000788,Lost,17,88749.47,False,79
789,20250602,20250719,3,431,11,OPP-000789,Won,24,968077.72,True,47
790,20260109,,2,946,2,OPP-000790,Lead,20,61862.72,False,
791,20240831,,2,625,2,OPP-000791,Negotiation,11,35935.4,False,
792,20250122,20250611,5,784,13,OPP-000792,Won,5,542463.66,True,140
793,20241106,20250326,2,16,1,OPP-000793,Won,25,79869.49,True,140
794,20250411,20250712,5,117,6,OPP-000794,Won,4,430055.86,True,92
795,20250828,,3,25,3,OPP-000795,Proposal,15,606932.67,False,
796,20241219,,5,470,10,OPP-000796,Negotiation,14,1603530.5,False,
797,20250802,,4,75,13,OPP-000797,Lead,12,787201.34,False,
798,20250625,20250815,5,775,12,OPP-000798,Lost,25,2600461.43,False,51
799,20251223,20260129,3,372,9,OPP-000799,Lost,5,212121.38,False,37
800,20260105,,3,565,12,OPP-000800,Lead,14,543588.21,False,
801,20240815,,1,663,9,OPP-000801,Qualified,10,58076.8,False,
802,20250609,,1,401,11,OPP-000802,Qualified,17,99498.58,False,
803,20251123,,4,782,6,OPP-000803,Lead,21,1410322.87,False,
804,20250703,,5,977,9,OPP-000804,Qualified,23,2745116.16,False,
805,20241230,,5,881,5,OPP-000805,Qualified,15,1568782.53,False,
806,20260203,20260425,2,585,7,OPP-000806,Lost,5,16174.88,False,81
807,20250727,20251020,2,305,2,OPP-000807,Won,4,13095.43,True,85
808,20250617,20250709,4,595,5,OPP-000808,Won,5,347781.17,True,22
809,20240709,20240908,3,650,9,OPP-000809,Lost,11,436858.2,False,61
810,20240823,,3,876,14,OPP-000810,Proposal,2,87617.81,False,
811,20260404,20260531,2,473,5,OPP-000811,Won,1,3047.41,True,105
812,20240913,20241210,1,340,7,OPP-000812,Lost,6,35159.47,False,88
813,20260107,,3,172,7,OPP-000813,Negotiation,12,523828.05,False,
814,20260524,20260531,4,18,7,OPP-000814,Lost,2,119984.6,False,30
815,20250226,,2,779,5,OPP-000815,Negotiation,20,69702.9,False,
816,20251229,20260504,2,444,14,OPP-000816,Lost,1,3206.49,False,126
817,20260212,,1,876,14,OPP-000817,Lead,8,41226.81,False,
818,20250211,20250310,5,133,8,OPP-000818,Won,11,1161949.97,True,27
819,20250328,20250624,5,282,7,OPP-000819,Lost,1,103164.02,False,88
820,20260416,20260531,2,189,6,OPP-000820,Won,15,48741.73,True,47
821,20241108,20241218,5,207,11,OPP-000821,Won,4,445211.87,True,40
822,20250309,,5,486,6,OPP-000822,Qualified,2,204016.63,False,
823,20240923,20250125,3,608,10,OPP-000823,Won,19,848761.29,True,124
824,20241002,20250318,5,364,13,OPP-000824,Won,20,2126032.67,True,167
825,20260514,,5,473,5,OPP-000825,Proposal,10,1178121.87,False,
826,20250818,20250928,2,881,5,OPP-000826,Lost,6,20100.14,False,41
827,20251204,,2,593,7,OPP-000827,Qualified,17,57876.04,False,
828,20250924,20260104,5,778,5,OPP-000828,Lost,24,2673656.55,False,102
829,20240904,,3,584,4,OPP-000829,Proposal,12,528283.88,False,
830,20250912,20251211,2,280,13,OPP-000830,Won,22,70415.7,True,90
831,20250710,20250912,4,789,8,OPP-000831,Won,4,257133.04,True,64
832,20240912,20250223,1,798,13,OPP-000832,Won,12,67431.25,True,164
833,20250728,20251028,3,969,10,OPP-000833,Won,9,371261.32,True,92
834,20250122,20250328,2,908,7,OPP-000834,Lost,9,27770.21,False,65
835,20250928,,4,483,7,OPP-000835,Negotiation,17,1148592.65,False,
836,20240710,20241013,1,275,1,OPP-000836,Won,2,11033.66,True,95
837,20240915,20250226,4,502,10,OPP-000837,Won,24,1514324.55,True,164
838,20260316,,2,672,10,OPP-000838,Qualified,18,54994.82,False,
839,20260426,20260531,5,13,5,OPP-000839,Won,3,343622.69,True,108
840,20260102,,4,887,4,OPP-000840,Negotiation,23,1598790.27,False,
841,20240818,20241123,4,592,5,OPP-000841,Lost,13,895171.46,False,97
842,20260515,20260531,3,955,7,OPP-000842,Lost,11,476359.3,False,25
843,20240904,20250211,2,855,12,OPP-000843,Won,10,34297.65,True,160
844,20260413,,3,13,5,OPP-000844,Negotiation,25,958638.49,False,
845,20251127,20260516,3,84,3,OPP-000845,Won,5,194010.52,True,170
846,20250114,20250627,3,239,1,OPP-000846,Won,2,84552.62,True,164
847,20260216,20260531,5,597,2,OPP-000847,Won,9,977330.5,True,170
848,20260114,,4,855,12,OPP-000848,Negotiation,11,694220.85,False,
849,20251106,,1,693,13,OPP-000849,Qualified,2,11867.4,False,
850,20251208,20260422,3,751,5,OPP-000850,Lost,24,1069470.34,False,135
851,20240618,,3,685,3,OPP-000851,Lead,18,728719.68,False,
852,20260309,,1,768,1,OPP-000852,Qualified,12,71544.32,False,
853,20250924,,2,903,1,OPP-000853,Proposal,15,50872.74,False,
854,20241002,20241111,2,382,4,OPP-000854,Won,8,26071.89,True,40
855,20251231,20260212,4,130,4,OPP-000855,Won,13,824323.18,True,43
856,20240715,20240809,5,686,13,OPP-000856,Lost,23,2688446.51,False,25
857,20250602,20250718,5,928,12,OPP-000857,Lost,6,701953.47,False,46
858,20250924,,2,60,4,OPP-000858,Lead,21,62681.71,False,
859,20240627,20240724,5,621,11,OPP-000859,Lost,23,2546409.53,False,27
860,20240623,20241201,2,799,5,OPP-000860,Won,22,74561.08,True,161
861,20241122,20250330,3,102,10,OPP-000861,Lost,17,711482.45,False,128
862,20260310,20260330,3,245,7,OPP-000862,Won,22,980273.68,True,20
863,20260211,20260512,5,437,8,OPP-000863,Lost,9,981898.98,False,90
864,20240801,20241110,1,432,12,OPP-000864,Lost,18,105278.42,False,101
865,20260422,,4,838,11,OPP-000865,Negotiation,24,1548685.47,False,
866,20251014,20251220,2,338,5,OPP-000866,Won,25,79809.9,True,67
867,20241123,20250305,4,930,5,OPP-000867,Won,3,209958.53,True,102
868,20260401,20260525,3,713,1,OPP-000868,Won,18,778338.71,True,54
869,20250315,20250530,4,225,9,OPP-000869,Won,24,1515262.79,True,76
870,20251231,,5,392,10,OPP-000870,Qualified,12,1334329.45,False,
871,20260417,20260531,1,977,9,OPP-000871,Lost,17,92127.4,False,129
872,20250603,20250721,3,154,4,OPP-000872,Won,20,803707.3,True,48
873,20250425,,4,376,5,OPP-000873,Lead,10,673387.39,False,
874,20250701,20250826,5,362,5,OPP-000874,Lost,20,2049124.42,False,56
875,20251031,20260125,2,457,10,OPP-000875,Won,18,54543.8,True,86
876,20251221,20260504,2,658,6,OPP-000876,Won,19,61384.72,True,134
877,20241207,,5,400,7,OPP-000877,Proposal,14,1447305.06,False,
878,20251012,,2,256,10,OPP-000878,Lead,21,63265.56,False,
879,20250129,20250324,5,610,2,OPP-000879,Won,16,1777646.67,True,54
880,20240918,20241028,5,929,7,OPP-000880,Lost,17,1823528.91,False,40
881,20240924,20241105,3,761,5,OPP-000881,Won,18,791823.65,True,42
882,20241013,20250308,1,153,1,OPP-000882,Won,24,133655.92,True,146
883,20240902,20241118,1,734,4,OPP-000883,Won,24,137904.69,True,77
884,20250805,,3,898,2,OPP-000884,Qualified,21,816289.73,False,
885,20241004,20250116,2,542,3,OPP-000885,Won,5,16281.42,True,104
886,20250804,,3,393,1,OPP-000886,Qualified,17,668793.42,False,
887,20241127,20250408,2,866,10,OPP-000887,Lost,23,68613.48,False,132
888,20240927,,2,553,6,OPP-000888,Lead,8,27946.67,False,
889,20240607,,4,365,9,OPP-000889,Lead,9,595374.72,False,
890,20260211,20260529,1,648,13,OPP-000890,Lost,13,75371.34,False,107
891,20250218,20250628,5,570,3,OPP-000891,Won,13,1337364.84,True,130
892,20250214,20250713,4,948,2,OPP-000892,Won,7,422206.95,True,149
893,20250504,,5,68,10,OPP-000893,Proposal,14,1523600.18,False,
894,20250222,,5,815,14,OPP-000894,Negotiation,4,465836.49,False,
895,20260225,20260422,4,457,10,OPP-000895,Lost,24,1498858.65,False,56
896,20250303,20250427,5,291,4,OPP-000896,Won,2,238515.84,True,55
897,20250806,20251010,2,460,13,OPP-000897,Won,22,67188.24,True,65
898,20260306,20260425,5,358,13,OPP-000898,Won,21,2346160.52,True,50
899,20251016,20251230,2,366,2,OPP-000899,Lost,8,26985.91,False,75
900,20251214,,4,656,9,OPP-000900,Qualified,25,1673507.21,False,
901,20260501,20260531,2,321,6,OPP-000901,Lost,18,61836.96,False,115
902,20251212,,2,986,14,OPP-000902,Qualified,19,61481.13,False,
903,20240820,,3,925,8,OPP-000903,Qualified,16,642443.25,False,
904,20241006,20241031,5,521,4,OPP-000904,Won,4,471257.99,True,25
905,20251108,,4,25,3,OPP-000905,Qualified,2,126343.71,False,
906,20260121,,2,487,8,OPP-000906,Qualified,11,33559.07,False,
907,20251214,20260309,2,73,6,OPP-000907,Lost,5,15934.41,False,85
908,20241115,20250407,4,980,12,OPP-000908,Lost,2,128531.81,False,143
909,20250319,20250817,4,482,13,OPP-000909,Won,16,1078517.75,True,151
910,20241130,20241227,5,972,6,OPP-000910,Won,1,117096.42,True,27
911,20250121,,1,279,9,OPP-000911,Lead,10,54507.38,False,
912,20241015,,1,460,13,OPP-000912,Qualified,12,66591.5,False,
913,20260209,,3,606,10,OPP-000913,Qualified,4,161738.0,False,
914,20241020,,5,941,6,OPP-000914,Lead,16,1863353.72,False,
915,20250615,20250912,1,392,10,OPP-000915,Lost,23,122549.98,False,89
916,20260520,,5,934,13,OPP-000916,Lead,3,332127.86,False,
917,20260527,20260531,4,936,6,OPP-000917,Won,3,188445.8,True,123
918,20240717,20241019,1,139,9,OPP-000918,Lost,19,98985.13,False,94
919,20250923,,4,48,5,OPP-000919,Qualified,5,332696.99,False,
920,20260328,,2,713,1,OPP-000920,Negotiation,19,57185.6,False,
921,20251211,20260104,5,202,8,OPP-000921,Won,19,2062993.15,True,24
922,20240731,,1,859,2,OPP-000922,Lead,20,105187.23,False,
923,20240620,,4,190,9,OPP-000923,Proposal,22,1488699.09,False,
924,20250715,,2,299,9,OPP-000924,Negotiation,7,22628.7,False,
925,20240910,20250120,3,730,14,OPP-000925,Lost,25,1093473.45,False,132
926,20251201,20260210,5,634,5,OPP-000926,Lost,14,1597489.47,False,71
927,20240809,20241101,1,692,5,OPP-000927,Won,8,46361.25,True,84
928,20240617,20240926,5,589,2,OPP-000928,Won,20,2080407.82,True,101
929,20251007,,3,727,2,OPP-000929,Lead,3,114755.28,False,
930,20251002,20260103,5,24,14,OPP-000930,Lost,5,525475.85,False,93
931,20260329,20260522,5,759,3,OPP-000931,Lost,25,2587133.14,False,54
932,20260212,,5,564,3,OPP-000932,Negotiation,13,1396763.97,False,
933,20251028,20260401,4,264,4,OPP-000933,Won,16,1103902.6,True,155
934,20241117,,1,792,1,OPP-000934,Proposal,1,5971.2,False,
935,20240822,20241013,1,551,11,OPP-000935,Lost,24,128279.23,False,52
936,20250215,,1,272,12,OPP-000936,Lead,14,80293.05,False,
937,20250223,20250712,2,992,2,OPP-000937,Lost,3,10286.32,False,139
938,20241113,20250125,1,444,14,OPP-000938,Won,20,114256.19,True,73
939,20241130,,1,514,3,OPP-000939,Proposal,13,67709.62,False,
940,20251227,,2,470,10,OPP-000940,Qualified,1,3082.5,False,
941,20240709,20241205,5,970,3,OPP-000941,Lost,23,2436086.45,False,149
942,20250417,20250801,1,686,13,OPP-000942,Lost,4,21875.0,False,106
943,20251015,,1,77,10,OPP-000943,Qualified,2,10202.83,False,
944,20251110,20260501,5,471,10,OPP-000944,Won,4,443931.05,True,172
945,20251011,,4,595,5,OPP-000945,Qualified,15,948554.02,False,
946,20241110,20250401,1,167,8,OPP-000946,Lost,13,68818.93,False,142
947,20240915,20250314,4,642,9,OPP-000947,Won,15,957081.25,True,180
948,20251214,,1,388,4,OPP-000948,Lead,8,44356.35,False,
949,20260114,,3,801,13,OPP-000949,Lead,21,876661.76,False,
950,20251023,,3,682,5,OPP-000950,Qualified,6,265142.65,False,
951,20251011,,4,92,1,OPP-000951,Qualified,5,329040.3,False,
952,20260529,,3,85,10,OPP-000952,Proposal,19,851956.81,False,
953,20240826,20241217,5,946,2,OPP-000953,Won,13,1502209.21,True,113
954,20250924,20260205,5,171,3,OPP-000954,Won,18,1836942.38,True,134
955,20260131,20260408,4,932,12,OPP-000955,Lost,16,1082907.63,False,67
956,20250619,20250930,3,314,1,OPP-000956,Lost,13,561746.36,False,103
957,20240730,20241125,1,977,9,OPP-000957,Lost,14,72567.37,False,118
958,20240714,20241207,4,723,13,OPP-000958,Won,25,1685806.75,True,146
959,20240916,,3,79,4,OPP-000959,Negotiation,21,910875.92,False,
960,20240812,,2,196,3,OPP-000960,Negotiation,10,30662.34,False,
961,20250501,20250807,3,729,9,OPP-000961,Won,16,691323.26,True,98
962,20260511,20260531,3,835,14,OPP-000962,Lost,19,744925.44,False,101
963,20250818,,3,557,5,OPP-000963,Qualified,10,399052.48,False,
964,20240720,20241215,5,605,1,OPP-000964,Lost,1,115303.43,False,148
965,20250321,20250722,1,576,11,OPP-000965,Won,10,59658.36,True,123
966,20250414,20250728,3,310,12,OPP-000966,Lost,11,481331.15,False,105
967,20240926,,2,347,8,OPP-000967,Lead,14,43912.98,False,
968,20250409,,1,808,14,OPP-000968,Proposal,5,25834.29,False,
969,20250405,20250607,2,374,3,OPP-000969,Lost,15,48474.01,False,63
970,20260118,20260531,3,934,13,OPP-000970,Won,11,434859.84,True,178
971,20250920,,5,926,12,OPP-000971,Lead,25,2866452.97,False,
972,20251215,20260119,4,227,9,OPP-000972,Lost,21,1376199.7,False,35
973,20251012,20251119,3,350,2,OPP-000973,Lost,24,974099.88,False,38
974,20240709,,1,909,7,OPP-000974,Lead,15,87989.78,False,
975,20240613,20241002,4,677,3,OPP-000975,Lost,17,1171286.06,False,111
976,20241227,20250302,2,367,12,OPP-000976,Won,14,46225.87,True,65
977,20251103,,5,845,7,OPP-000977,Negotiation,7,815277.72,False,
978,20250326,20250813,3,837,13,OPP-000978,Lost,5,211159.55,False,140
979,20251002,20260110,5,444,14,OPP-000979,Won,8,851046.49,True,100
980,20251205,,5,519,10,OPP-000980,Proposal,2,238774.68,False,
981,20240815,20241012,1,554,4,OPP-000981,Lost,12,61252.63,False,58
982,20250218,20250509,4,743,14,OPP-000982,Won,2,129536.35,True,80
983,20250415,,4,594,13,OPP-000983,Lead,15,941021.09,False,
984,20241024,20250307,5,900,4,OPP-000984,Lost,21,2449795.62,False,134
985,20250108,,3,200,12,OPP-000985,Negotiation,20,835217.74,False,
986,20251024,,2,751,5,OPP-000986,Lead,23,74161.78,False,
987,20241227,,5,194,4,OPP-000987,Lead,5,583033.76,False,
988,20251215,,2,730,14,OPP-000988,Proposal,8,24271.54,False,
989,20241227,,5,565,12,OPP-000989,Negotiation,18,2154007.48,False,
990,20251215,20260126,1,816,11,OPP-000990,Lost,16,89163.94,False,42
991,20250507,,5,724,7,OPP-000991,Negotiation,8,827100.04,False,
992,20250723,20260116,1,181,6,OPP-000992,Won,4,22052.66,True,177
993,20250724,,1,542,3,OPP-000993,Lead,5,29176.46,False,
994,20250322,,3,944,6,OPP-000994,Lead,4,160459.43,False,
995,20250906,20251015,4,68,10,OPP-000995,Won,6,402030.62,True,39
996,20260128,20260422,5,752,3,OPP-000996,Won,13,1507956.32,True,84
997,20240623,20241023,1,79,4,OPP-000997,Won,9,53064.51,True,122
998,20260524,,5,768,1,OPP-000998,Negotiation,21,2423077.65,False,
999,20250221,,2,587,10,OPP-000999,Negotiation,6,17911.04,False,
1000,20250117,,4,223,11,OPP-001000,Proposal,5,332064.31,False,
