customer_key,customer_id,customer_name,segment,industry,geography_key,signup_date_key
774,CUST-000774,Holmes Inc,Mid-Market,Logistics,7,20240717
775,CUST-000775,Hughes Ltd,Public Sector,Education,12,20240607
776,CUST-000776,"Reynolds, Rodriguez and Guerrero",SMB,Healthcare,2,20250315
777,CUST-000777,Patton-Miller,SMB,Hospitality,10,20240602
778,CUST-000778,Henderson Group,Mid-Market,Education,5,20240930
779,CUST-000779,Gonzalez-Daniel,SMB,Education,5,20240626
780,CUST-000780,Barrett PLC,SMB,Government,8,20250211
781,CUST-000781,Kelly PLC,Public Sector,Healthcare,1,20240930
782,CUST-000782,Taylor Ltd,Public Sector,Manufacturing,6,20250107
783,CUST-000783,"Brennan, Santos and Davis",SMB,Manufacturing,5,20240725
784,CUST-000784,"Robinson, Washington and Randall",SMB,Government,13,20250529
785,CUST-000785,Ruiz-Miller,Mid-Market,Healthcare,12,20240802
786,CUST-000786,Johnson-Weber,SMB,Hospitality,9,20250123
787,CUST-000787,"Richards, Baker and Weaver",SMB,Hospitality,9,20240606
788,CUST-000788,Roman PLC,SMB,Retail,11,20240710
789,CUST-000789,Moore-Lucas,Enterprise,Hospitality,8,20241223
790,CUST-000790,"Daugherty, Norman and Baxter",SMB,Manufacturing,3,20241008
791,CUST-000791,Greer and Sons,Mid-Market,Manufacturing,13,20240903
792,CUST-000792,Petty-Johnson,SMB,Retail,1,20240607
793,CUST-000793,"Evans, Williamson and Davis",Enterprise,Retail,1,20250525
794,CUST-000794,Miller Ltd,Public Sector,Manufacturing,12,20241229
795,CUST-000795,"Davis, Torres and Gibson",Mid-Market,Healthcare,14,20240619
796,CUST-000796,Hill-Bates,Public Sector,Logistics,9,20250317
797,CUST-000797,Brown-Brown,Mid-Market,Logistics,10,20240912
798,CUST-000798,Wood Ltd,SMB,Hospitality,13,20250123
799,CUST-000799,Romero Group,SMB,Education,5,20241122
800,CUST-000800,Lopez PLC,Enterprise,Healthcare,1,20241216
801,CUST-000801,Miller-Munoz,SMB,Government,13,20250502
802,CUST-000802,Ferguson-Garrison,Mid-Market,Healthcare,12,20250505
803,CUST-000803,"Welch, Todd and Hensley",SMB,Hospitality,4,20240711
804,CUST-000804,Warren-Davis,Enterprise,Retail,2,20241222
805,CUST-000805,"Howard, Sheppard and Anderson",Public Sector,Hospitality,8,20240909
806,CUST-000806,Cabrera-Beasley,Enterprise,Manufacturing,3,20250503
807,CUST-000807,Fry-Park,SMB,Education,6,20240707
808,CUST-000808,"Ortiz, Hawkins and Hart",SMB,Education,14,20250515
809,CUST-000809,Caldwell-Guzman,Public Sector,Government,14,20250304
810,CUST-000810,Jefferson-Thomas,SMB,Healthcare,5,20250304
811,CUST-000811,"Rivera, Knight and Lucas",Mid-Market,Retail,13,20250314
812,CUST-000812,Thomas Inc,Mid-Market,Healthcare,2,20241029
813,CUST-000813,Williams PLC,Enterprise,Manufacturing,6,20250412
814,CUST-000814,Baker Group,SMB,Logistics,11,20250305
815,CUST-000815,"Crane, Douglas and Schroeder",SMB,Hospitality,14,20250316
816,CUST-000816,Russell Group,Mid-Market,Logistics,11,20241215
817,CUST-000817,Holt-Faulkner,SMB,Logistics,13,20250513
818,CUST-000818,"Collins, Wilcox and Thompson",Public Sector,Education,14,20240811
819,CUST-000819,"Freeman, Vargas and Meadows",Enterprise,Healthcare,1,20250528
820,CUST-000820,"Adams, Branch and Randolph",SMB,Manufacturing,1,20240720
821,CUST-000821,Butler and Sons,Mid-Market,Healthcare,6,20250422
822,CUST-000822,"Perez, Price and Cole",SMB,Retail,5,20250119
823,CUST-000823,Greene PLC,SMB,Logistics,12,20250505
824,CUST-000824,Jones-Johnson,Public Sector,Logistics,1,20241012
825,CUST-000825,Ramsey-Murray,Enterprise,Education,6,20241008
826,CUST-000826,Butler-Wong,SMB,Manufacturing,8,20240629
827,CUST-000827,Lawson Inc,Enterprise,Manufacturing,8,20240711
828,CUST-000828,Campbell and Sons,Mid-Market,Government,7,20250301
829,CUST-000829,Cortez and Sons,SMB,Government,9,20250420
830,CUST-000830,Wright Inc,SMB,Hospitality,5,20250224
831,CUST-000831,"Daniels, Smith and Johnson",Mid-Market,Manufacturing,11,20241201
832,CUST-000832,"Kemp, Garcia and Patel",Mid-Market,Healthcare,3,20241111
833,CUST-000833,Barr-Cole,SMB,Logistics,6,20250526
834,CUST-000834,Lee Inc,Mid-Market,Government,7,20250327
835,CUST-000835,Gardner Inc,SMB,Manufacturing,14,20241226
836,CUST-000836,"Miller, Moss and Kim",SMB,Manufacturing,10,20241125
837,CUST-000837,Collins LLC,Public Sector,Education,13,20250425
838,CUST-000838,Harris Group,Mid-Market,Manufacturing,11,20250511
839,CUST-000839,Benton-Rojas,Enterprise,Manufacturing,2,20240908
840,CUST-000840,"Hill, Morgan and Mccall",Enterprise,Manufacturing,4,20241014
841,CUST-000841,Thomas-Beasley,Mid-Market,Government,7,20250502
842,CUST-000842,"Shaffer, Hall and Acosta",Mid-Market,Logistics,1,20241226
843,CUST-000843,Ross-Orozco,Public Sector,Retail,6,20250521
844,CUST-000844,"Ramirez, Marsh and Adams",Public Sector,Manufacturing,5,20240601
845,CUST-000845,Little-Beasley,SMB,Education,7,20250526
846,CUST-000846,Castillo-Vaughan,Mid-Market,Manufacturing,6,20250424
847,CUST-000847,Tucker LLC,Mid-Market,Government,13,20240627
848,CUST-000848,Abbott-Hampton,Mid-Market,Education,11,20240925
849,CUST-000849,"Joseph, Burgess and Chang",SMB,Education,8,20250224
850,CUST-000850,Wilkinson-Garcia,Enterprise,Manufacturing,10,20250127
851,CUST-000851,Brown-Richards,Enterprise,Healthcare,9,20241019
852,CUST-000852,Craig Inc,SMB,Retail,3,20250114
853,CUST-000853,Garcia-Palmer,Mid-Market,Government,6,20240618
854,CUST-000854,Mills Group,SMB,Healthcare,3,20241023
855,CUST-000855,Rojas-Gay,Enterprise,Healthcare,12,20240605
856,CUST-000856,Wright and Sons,Enterprise,Education,4,20240711
857,CUST-000857,Wilson Ltd,SMB,Hospitality,11,20250306
858,CUST-000858,Boyd LLC,Mid-Market,Education,1,20241216
859,CUST-000859,"Cox, Hodges and Zimmerman",SMB,Healthcare,2,20250517
860,CUST-000860,"Jones, Zavala and Hill",SMB,Logistics,9,20250117
861,CUST-000861,"Porter, Ortega and Holt",SMB,Education,4,20240705
862,CUST-000862,Davenport PLC,Mid-Market,Hospitality,2,20250421
863,CUST-000863,Guzman-Smith,Enterprise,Government,7,20250110
864,CUST-000864,Nguyen Ltd,SMB,Logistics,6,20241015
865,CUST-000865,Hayes-Little,Enterprise,Logistics,7,20241229
866,CUST-000866,Smith Group,Public Sector,Government,10,20241020
867,CUST-000867,Turner-Greer,Enterprise,Logistics,5,20241224
868,CUST-000868,Roberts-Cook,Enterprise,Hospitality,9,20241210
869,CUST-000869,Davis LLC,Mid-Market,Government,2,20250130
870,CUST-000870,"Dorsey, Evans and Fernandez",Mid-Market,Healthcare,11,20241021
871,CUST-000871,Taylor-Cole,Mid-Market,Hospitality,5,20250103
872,CUST-000872,Frost-Gibson,SMB,Logistics,8,20240813
873,CUST-000873,Richards-Jensen,SMB,Retail,4,20241118
874,CUST-000874,"Jimenez, Aguilar and White",Mid-Market,Hospitality,13,20240630
875,CUST-000875,"Lopez, Calhoun and Simmons",SMB,Hospitality,12,20250508
876,CUST-000876,"Davis, Freeman and Greene",SMB,Logistics,14,20240724
877,CUST-000877,Davis LLC,Mid-Market,Healthcare,12,20250327
878,CUST-000878,Graham-Robinson,SMB,Government,10,20240724
879,CUST-000879,"Rodriguez, Page and Garcia",Mid-Market,Government,9,20240923
880,CUST-000880,Mcdonald Inc,SMB,Retail,6,20241223
881,CUST-000881,Lindsey-Rangel,Public Sector,Healthcare,5,20241223
882,CUST-000882,"Kramer, Lopez and Rivera",SMB,Healthcare,2,20250426
883,CUST-000883,Bishop Group,Public Sector,Manufacturing,5,20241017
884,CUST-000884,"Brock, Sanchez and Long",SMB,Logistics,14,20250529
885,CUST-000885,"Evans, Mcbride and Faulkner",Mid-Market,Healthcare,2,20250203
886,CUST-000886,Watson-Duncan,Mid-Market,Government,8,20240908
887,CUST-000887,Carr-Dominguez,SMB,Government,4,20250224
888,CUST-000888,Wallace-Burns,Mid-Market,Healthcare,1,20241007
889,CUST-000889,Murphy LLC,Enterprise,Hospitality,12,20241109
890,CUST-000890,Hernandez-Porter,Mid-Market,Government,5,20240921
891,CUST-000891,"King, Martinez and Conley",Enterprise,Hospitality,14,20241212
892,CUST-000892,Ochoa-Russell,Mid-Market,Hospitality,14,20240831
893,CUST-000893,Marsh Ltd,Public Sector,Logistics,5,20241119
894,CUST-000894,Hall Ltd,Mid-Market,Healthcare,2,20240910
895,CUST-000895,"Bennett, Snyder and Rich",Mid-Market,Retail,5,20240920
896,CUST-000896,Wright-Williams,SMB,Logistics,3,20250114
897,CUST-000897,"Good, Smith and Young",Mid-Market,Logistics,14,20250119
898,CUST-000898,Lee-Estrada,Public Sector,Manufacturing,2,20250412
899,CUST-000899,Barron-Hernandez,Mid-Market,Government,8,20250312
900,CUST-000900,Johnson-Alvarez,SMB,Education,4,20250506
901,CUST-000901,Stanley-Holmes,Enterprise,Healthcare,7,20250403
902,CUST-000902,"Robinson, Coleman and Wood",Enterprise,Retail,3,20250404
903,CUST-000903,Simon-Jackson,Mid-Market,Healthcare,1,20241011
904,CUST-000904,"Thomas, Wilson and Parker",Public Sector,Retail,7,20250102
905,CUST-000905,"Garrett, Moore and Beasley",Mid-Market,Manufacturing,2,20250530
906,CUST-000906,"Ryan, Harvey and Griffin",SMB,Healthcare,4,20250126
907,CUST-000907,Smith and Sons,SMB,Retail,13,20250319
908,CUST-000908,"Moore, Rodriguez and Miller",SMB,Education,7,20241117
909,CUST-000909,"Wilson, Garrett and Acosta",Mid-Market,Manufacturing,7,20250419
910,CUST-000910,Alexander LLC,SMB,Education,14,20241218
911,CUST-000911,Torres Inc,Public Sector,Logistics,10,20250517
912,CUST-000912,"Williams, Anderson and Gill",Public Sector,Retail,6,20250320
913,CUST-000913,"Jones, Smith and Myers",SMB,Manufacturing,6,20250523
914,CUST-000914,Sparks Ltd,SMB,Retail,8,20250206
915,CUST-000915,"Harris, Harris and Ayers",SMB,Logistics,5,20241028
916,CUST-000916,"Robinson, Villegas and Pacheco",Mid-Market,Government,8,20240614
917,CUST-000917,Kennedy Ltd,Public Sector,Logistics,1,20240802
918,CUST-000918,"Carter, Everett and Davis",Mid-Market,Healthcare,5,20241226
919,CUST-000919,Baker Inc,SMB,Healthcare,13,20240603
920,CUST-000920,"Grant, Luna and Washington",SMB,Education,14,20250528
921,CUST-000921,"Robinson, Smith and Peterson",SMB,Hospitality,8,20241026
922,CUST-000922,Clayton-Nelson,Public Sector,Logistics,4,20241026
923,CUST-000923,Ryan Inc,Enterprise,Government,1,20240712
924,CUST-000924,Fleming Group,Mid-Market,Retail,4,20240731
925,CUST-000925,Klein-Hall,SMB,Retail,8,20240818
926,CUST-000926,"Rhodes, Johnson and Vasquez",Mid-Market,Healthcare,12,20250130
927,CUST-000927,Ross-Nichols,SMB,Government,10,20250221
928,CUST-000928,Beard and Sons,Public Sector,Education,12,20250104
929,CUST-000929,Lowe-Wagner,SMB,Retail,7,20240827
930,CUST-000930,Lawrence-Crawford,Public Sector,Education,5,20240730
931,CUST-000931,Graham PLC,SMB,Hospitality,9,20250417
932,CUST-000932,Hunter-Brooks,Mid-Market,Manufacturing,12,20250303
933,CUST-000933,Fuller-Bishop,Mid-Market,Government,8,20241004
934,CUST-000934,"Duncan, Johnson and Brown",Enterprise,Retail,13,20241002
935,CUST-000935,"Kirk, Davis and Cochran",SMB,Healthcare,7,20240715
936,CUST-000936,"Larsen, Day and Briggs",SMB,Healthcare,6,20250417
937,CUST-000937,Mckinney-Pearson,Mid-Market,Hospitality,1,20250112
938,CUST-000938,Fields Ltd,SMB,Logistics,1,20241103
939,CUST-000939,Wright-Morris,SMB,Healthcare,9,20240626
940,CUST-000940,"Johnson, Fitzpatrick and Armstrong",Enterprise,Manufacturing,13,20250501
941,CUST-000941,Martinez-Montgomery,Enterprise,Healthcare,6,20241217
942,CUST-000942,"Coleman, Dean and Griffith",Enterprise,Hospitality,11,20250303
943,CUST-000943,"Kelly, Hardy and Fleming",Mid-Market,Education,4,20250520
944,CUST-000944,Shepard LLC,Mid-Market,Hospitality,6,20240707
945,CUST-000945,"Mitchell, Freeman and Booker",Mid-Market,Government,11,20241029
946,CUST-000946,Yates-Diaz,SMB,Government,2,20241101
947,CUST-000947,Kelly-Wood,Enterprise,Logistics,1,20250411
948,CUST-000948,"Woods, Carlson and Martin",SMB,Government,2,20250204
949,CUST-000949,"Gomez, Holmes and White",Public Sector,Education,1,20240605
950,CUST-000950,Park-Hernandez,SMB,Education,7,20250313
951,CUST-000951,Castro-Barr,Mid-Market,Healthcare,9,20240903
952,CUST-000952,Smith-Green,Enterprise,Government,10,20241211
953,CUST-000953,"Adkins, Hall and Hernandez",Mid-Market,Manufacturing,4,20241205
954,CUST-000954,Campbell-Johnson,SMB,Logistics,1,20250324
955,CUST-000955,Tanner-Wise,Mid-Market,Logistics,7,20240804
956,CUST-000956,Koch PLC,SMB,Education,1,20240821
957,CUST-000957,Mendoza-Davidson,Mid-Market,Government,9,20240901
958,CUST-000958,"Cortez, Johnson and Morales",Public Sector,Manufacturing,3,20250210
959,CUST-000959,"Howard, Evans and Smith",Public Sector,Retail,3,20250219
960,CUST-000960,Reed PLC,Mid-Market,Logistics,6,20250418
961,CUST-000961,Allen LLC,SMB,Education,12,20250320
962,CUST-000962,Freeman-Hoover,Public Sector,Education,1,20250207
963,CUST-000963,Anderson-Garner,Public Sector,Government,14,20240719
964,CUST-000964,Ballard-Leonard,Enterprise,Healthcare,9,20240617
965,CUST-000965,"Pope, White and Davis",SMB,Hospitality,2,20250117
966,CUST-000966,"Rogers, Johnson and Lee",SMB,Government,8,20240919
967,CUST-000967,Henry Inc,SMB,Hospitality,11,20241015
968,CUST-000968,Montgomery-Chavez,Mid-Market,Logistics,11,20250401
969,CUST-000969,"Scott, Burke and Atkins",Enterprise,Retail,10,20240711
970,CUST-000970,Nguyen-Curtis,Public Sector,Healthcare,3,20250413
971,CUST-000971,Nichols-Farrell,Enterprise,Retail,11,20250415
972,CUST-000972,Beck-Lloyd,Mid-Market,Government,6,20240906
973,CUST-000973,Ramos LLC,SMB,Government,13,20241002
974,CUST-000974,"Owens, Wood and Davis",Public Sector,Logistics,9,20241025
975,CUST-000975,"Smith, Wallace and Day",Mid-Market,Manufacturing,7,20241106
976,CUST-000976,Mathews-Mcintyre,SMB,Logistics,7,20241130
977,CUST-000977,Potter and Sons,Mid-Market,Logistics,9,20250131
978,CUST-000978,Smith and Sons,SMB,Government,3,20250329
979,CUST-000979,Lowe-Rivera,SMB,Manufacturing,9,20240725
980,CUST-000980,Porter-Taylor,Enterprise,Logistics,12,20250520
981,CUST-000981,Cooper-Romero,Enterprise,Retail,9,20240907
982,CUST-000982,"Hodges, Herman and Robbins",Public Sector,Retail,1,20241204
983,CUST-000983,Shaffer Ltd,Mid-Market,Government,12,20240713
984,CUST-000984,Carney Ltd,Mid-Market,Education,3,20241213
985,CUST-000985,Woods PLC,Mid-Market,Healthcare,1,20241125
986,CUST-000986,Harris Inc,Public Sector,Hospitality,14,20240715
987,CUST-000987,"Williamson, Baldwin and Smith",Public Sector,Manufacturing,8,20250201
988,CUST-000988,Scott Group,SMB,Hospitality,14,20250326
989,CUST-000989,Harris Ltd,SMB,Healthcare,9,20241223
990,CUST-000990,"Cordova, Adams and Grimes",Mid-Market,Logistics,8,20241031
991,CUST-000991,"Vaughn, Garcia and Thornton",SMB,Manufacturing,1,20241124
992,CUST-000992,Moreno-Flowers,Mid-Market,Manufacturing,2,20241001
993,CUST-000993,Smith LLC,Enterprise,Logistics,7,20250205
994,CUST-000994,Miller-Chen,Enterprise,Government,8,20240808
995,CUST-000995,Gilbert-Gomez,Mid-Market,Logistics,5,20240811
996,CUST-000996,Rogers LLC,SMB,Manufacturing,13,20250524
997,CUST-000997,"Bean, Barrett and Lewis",Enterprise,Healthcare,8,20250409
998,CUST-000998,"Wilkinson, Scott and Boyd",Mid-Market,Healthcare,6,20240907
999,CUST-000999,Peterson-Bartlett,Public Sector,Retail,10,20240712
1000,CUST-001000,Burke-Warren,Mid-Market,Manufacturing,8,20240802
